Unnamed: 0,Last avail. year
4079.0,2006-01-01
4080.0,2020-01-01
4081.0,2021-01-01
4082.0,2014-01-01
4085.0,2020-01-01
4086.0,2012-01-01
4087.0,2017-01-01
4089.0,2007-01-01
4091.0,2003-01-01
4094.0,2016-01-01
4097.0,2008-01-01
4099.0,2019-01-01
4106.0,2013-01-01
4107.0,2017-01-01
4109.0,2016-01-01
4110.0,2022-01-01
4112.0,2016-01-01
4113.0,2017-01-01
4114.0,2014-01-01
4119.0,2022-01-01
4120.0,2022-01-01
4121.0,2009-01-01
4122.0,2021-01-01
4123.0,2005-01-01
4125.0,2022-01-01
4127.0,2022-01-01
4128.0,2017-01-01
4129.0,2021-01-01
4130.0,2020-01-01
4132.0,2015-01-01
4137.0,2021-01-01
4138.0,2013-01-01
4140.0,2004-01-01
4142.0,2016-01-01
4145.0,2018-01-01
4146.0,2011-01-01
4147.0,2019-01-01
4148.0,2014-01-01
4149.0,2019-01-01
4150.0,2016-01-01
4153.0,2022-01-01
4154.0,2012-01-01
4158.0,2012-01-01
4160.0,2006-01-01
4161.0,2018-01-01
4164.0,2020-01-01
4166.0,2014-01-01
4169.0,2004-01-01
4172.0,2011-01-01
4177.0,2017-01-01
4181.0,2010-01-01
4184.0,2020-01-01
4186.0,2019-01-01
4187.0,2015-01-01
4188.0,2014-01-01
4189.0,2007-01-01
4191.0,2021-01-01
4193.0,2021-01-01
4195.0,2021-01-01
4197.0,2021-01-01
4198.0,2014-01-01
4200.0,2013-01-01
4201.0,2002-01-01
4204.0,2004-01-01
4206.0,2011-01-01
4208.0,2021-01-01
4211.0,2020-01-01
4215.0,2017-01-01
4216.0,2021-01-01
4217.0,2012-01-01
4218.0,2016-01-01
4219.0,2020-01-01
4220.0,2020-01-01
4222.0,2022-01-01
4223.0,2021-01-01
4224.0,2013-01-01
4227.0,2020-01-01
4228.0,2022-01-01
4231.0,2011-01-01
4232.0,2020-01-01
4233.0,2021-01-01
4234.0,2020-01-01
4235.0,2021-01-01
4237.0,2017-01-01
4238.0,2016-01-01
4240.0,2020-01-01
4242.0,2022-01-01
4243.0,2011-01-01
4245.0,2016-01-01
4246.0,2019-01-01
4247.0,2014-01-01
4248.0,2022-01-01
4249.0,2020-01-01
4258.0,2020-01-01
4259.0,2016-01-01
4261.0,2021-01-01
4262.0,2018-01-01
4263.0,2022-01-01
4264.0,2012-01-01
4267.0,2019-01-01
4268.0,2021-01-01
4269.0,2007-01-01
4272.0,2021-01-01
4273.0,2018-01-01
4275.0,2021-01-01
4276.0,2017-01-01
4277.0,2007-01-01
4282.0,2005-01-01
4283.0,2016-01-01
4284.0,2018-01-01
4285.0,2018-01-01
4289.0,2020-01-01
4290.0,2017-01-01
4291.0,2020-01-01
4292.0,2012-01-01
4293.0,2020-01-01
4295.0,2019-01-01
4297.0,2016-01-01
4298.0,2022-01-01
4299.0,2015-01-01
4301.0,2022-01-01
4302.0,2021-01-01
4303.0,2011-01-01
4304.0,2012-01-01
4308.0,2021-01-01
4310.0,2017-01-01
4311.0,2019-01-01
4312.0,2020-01-01
4314.0,2016-01-01
4316.0,2016-01-01
4317.0,2022-01-01
4318.0,2016-01-01
4321.0,2005-01-01
4323.0,2017-01-01
4324.0,2013-01-01
4325.0,2020-01-01
4326.0,2016-01-01
4328.0,2012-01-01
4329.0,2021-01-01
4331.0,2005-01-01
4332.0,2019-01-01
4333.0,2021-01-01
4336.0,2022-01-01
4341.0,2019-01-01
4342.0,2011-01-01
4343.0,2021-01-01
4346.0,2021-01-01
4348.0,2020-01-01
4349.0,2009-01-01
4350.0,2021-01-01
4351.0,2020-01-01
4353.0,2014-01-01
4354.0,2022-01-01
4355.0,2017-01-01
4357.0,2022-01-01
4358.0,2016-01-01
4361.0,2022-01-01
4363.0,2021-01-01
4364.0,2008-01-01
4366.0,2021-01-01
4367.0,2016-01-01
4368.0,2011-01-01
4370.0,2022-01-01
4371.0,2011-01-01
4372.0,2022-01-01
4373.0,2021-01-01
4374.0,2011-01-01
4375.0,2002-01-01
4378.0,2021-01-01
4380.0,2019-01-01
4383.0,2002-01-01
4384.0,2020-01-01
4386.0,2010-01-01
4387.0,2020-01-01
4390.0,2021-01-01
4392.0,2020-01-01
4393.0,2022-01-01
4395.0,2013-01-01
4397.0,2017-01-01
4398.0,2021-01-01
4399.0,2022-01-01
4400.0,2018-01-01
4401.0,2021-01-01
4404.0,2022-01-01
4406.0,2021-01-01
4408.0,2019-01-01
4409.0,2020-01-01
4410.0,2022-01-01
4412.0,2020-01-01
4416.0,2011-01-01
4417.0,2012-01-01
4418.0,2017-01-01
4419.0,2019-01-01
4420.0,2016-01-01
4421.0,2021-01-01
4422.0,2022-01-01
4423.0,2014-01-01
4427.0,2017-01-01
4429.0,2021-01-01
4430.0,2016-01-01
4431.0,2011-01-01
4432.0,2011-01-01
4433.0,2014-01-01
4434.0,2017-01-01
4436.0,2021-01-01
4438.0,2020-01-01
4439.0,2018-01-01
4440.0,2021-01-01
4442.0,2009-01-01
4443.0,2017-01-01
4445.0,2021-01-01
4446.0,2020-01-01
4447.0,2003-01-01
4448.0,2019-01-01
4450.0,2017-01-01
4451.0,2022-01-01
4452.0,2020-01-01
4455.0,2011-01-01
4458.0,2017-01-01
4460.0,2021-01-01
4461.0,2021-01-01
4463.0,2022-01-01
4464.0,2012-01-01
4467.0,2022-01-01
4473.0,2021-01-01
4474.0,2020-01-01
4475.0,2011-01-01
4477.0,2020-01-01
4479.0,2022-01-01
4480.0,2011-01-01
4482.0,2019-01-01
4485.0,2018-01-01
4487.0,2021-01-01
4490.0,2022-01-01
4491.0,2017-01-01
4493.0,2020-01-01
4495.0,2020-01-01
4500.0,2021-01-01
4501.0,2021-01-01
4502.0,2013-01-01
4503.0,2019-01-01
4504.0,2021-01-01
4505.0,2021-01-01
4507.0,2022-01-01
4513.0,2019-01-01
4518.0,2020-01-01
4519.0,2015-01-01
4521.0,2022-01-01
4523.0,2021-01-01
4525.0,2021-01-01
4529.0,2008-01-01
4530.0,2021-01-01
4531.0,2018-01-01
4533.0,2016-01-01
4534.0,2011-01-01
4535.0,2022-01-01
4536.0,2020-01-01
4538.0,2014-01-01
4544.0,2021-01-01
4546.0,2020-01-01
4547.0,2021-01-01
4548.0,2020-01-01
4549.0,2016-01-01
4551.0,2020-01-01
4552.0,2020-01-01
4554.0,2020-01-01
4555.0,2020-01-01
4556.0,2022-01-01
4557.0,2014-01-01
4558.0,2021-01-01
4559.0,2017-01-01
4562.0,2020-01-01
4563.0,2016-01-01
4564.0,2016-01-01
4566.0,2010-01-01
4568.0,2020-01-01
4569.0,2020-01-01
4570.0,2020-01-01
4571.0,2021-01-01
4573.0,2012-01-01
4574.0,2021-01-01
4575.0,2022-01-01
4578.0,2021-01-01
4579.0,2009-01-01
4581.0,2021-01-01
4582.0,2008-01-01
4583.0,2013-01-01
4587.0,2015-01-01
4591.0,2022-01-01
4592.0,2017-01-01
4593.0,2011-01-01
4594.0,2012-01-01
4595.0,2021-01-01
4596.0,2022-01-01
4597.0,2016-01-01
4598.0,2022-01-01
4599.0,2020-01-01
4602.0,2007-01-01
4603.0,2012-01-01
4604.0,2016-01-01
4605.0,2011-01-01
4606.0,2013-01-01
4607.0,2020-01-01
4610.0,2012-01-01
4612.0,2003-01-01
4613.0,2020-01-01
4614.0,2019-01-01
4617.0,2017-01-01
4621.0,2020-01-01
4622.0,2018-01-01
4624.0,2021-01-01
4625.0,2017-01-01
4626.0,2021-01-01
4628.0,2020-01-01
4629.0,2020-01-01
4630.0,2021-01-01
4631.0,2011-01-01
4632.0,2007-01-01
4633.0,2020-01-01
4635.0,2020-01-01
4636.0,2021-01-01
4637.0,2014-01-01
4640.0,2012-01-01
4641.0,2020-01-01
4642.0,2012-01-01
4643.0,2021-01-01
4644.0,2012-01-01
4645.0,2021-01-01
4647.0,2017-01-01
4648.0,2016-01-01
4649.0,2020-01-01
4650.0,2021-01-01
4651.0,2007-01-01
4656.0,2018-01-01
4657.0,2019-01-01
4659.0,2014-01-01
4660.0,2014-01-01
4661.0,2004-01-01
4662.0,2022-01-01
4663.0,2021-01-01
4664.0,2016-01-01
4665.0,2016-01-01
4666.0,2017-01-01
4667.0,2020-01-01
4669.0,2020-01-01
4671.0,2022-01-01
4672.0,2010-01-01
4674.0,2014-01-01
4678.0,2020-01-01
4679.0,2013-01-01
4680.0,2016-01-01
4681.0,2007-01-01
4683.0,2021-01-01
4684.0,2017-01-01
4687.0,2021-01-01
4688.0,2022-01-01
4689.0,2014-01-01
4690.0,2020-01-01
4693.0,2020-01-01
4694.0,2009-01-01
4697.0,2016-01-01
4698.0,2007-01-01
4699.0,2022-01-01
4700.0,2021-01-01
4704.0,2022-01-01
4705.0,2009-01-01
4706.0,2013-01-01
4707.0,2013-01-01
4708.0,2014-01-01
4710.0,2016-01-01
4711.0,2020-01-01
4712.0,2017-01-01
4713.0,2021-01-01
4714.0,2013-01-01
4717.0,2020-01-01
4718.0,2021-01-01
4720.0,2017-01-01
4721.0,2017-01-01
4723.0,2002-01-01
4724.0,2020-01-01
4726.0,2013-01-01
4728.0,2022-01-01
4730.0,2017-01-01
4731.0,2020-01-01
4733.0,2011-01-01
4734.0,2021-01-01
4735.0,2019-01-01
4736.0,2012-01-01
4738.0,2020-01-01
4739.0,2021-01-01
4740.0,2019-01-01
4741.0,2015-01-01
4744.0,2009-01-01
4745.0,2017-01-01
4746.0,2018-01-01
4747.0,2009-01-01
4748.0,2007-01-01
4749.0,2020-01-01
4750.0,2015-01-01
4751.0,2020-01-01
4754.0,2013-01-01
4755.0,2020-01-01
4756.0,2019-01-01
4759.0,2013-01-01
4760.0,2017-01-01
4763.0,2020-01-01
4764.0,2022-01-01
4771.0,2010-01-01
4775.0,2021-01-01
4778.0,2018-01-01
4779.0,2014-01-01
4781.0,2019-01-01
4784.0,2010-01-01
4785.0,2022-01-01
4787.0,2011-01-01
4788.0,2017-01-01
4791.0,2012-01-01
4792.0,2021-01-01
4793.0,2021-01-01
4794.0,2020-01-01
4797.0,2022-01-01
4798.0,2008-01-01
4799.0,2021-01-01
4800.0,2020-01-01
4801.0,2019-01-01
4802.0,2020-01-01
4803.0,2021-01-01
4804.0,2015-01-01
4808.0,2021-01-01
4811.0,2013-01-01
4812.0,2020-01-01
4813.0,2019-01-01
4814.0,2022-01-01
4815.0,2020-01-01
4821.0,2020-01-01
4822.0,2017-01-01
4830.0,2007-01-01
4831.0,2017-01-01
4832.0,2022-01-01
4833.0,2017-01-01
4835.0,2020-01-01
4836.0,2019-01-01
4839.0,2019-01-01
4840.0,2004-01-01
4841.0,2011-01-01
4844.0,2022-01-01
4847.0,2017-01-01
4849.0,2013-01-01
4850.0,2015-01-01
4851.0,2021-01-01
4852.0,2021-01-01
4853.0,2021-01-01
4854.0,2011-01-01
4855.0,2018-01-01
4859.0,2010-01-01
4862.0,2013-01-01
4863.0,2020-01-01
4864.0,2011-01-01
4865.0,2003-01-01
4866.0,2020-01-01
4870.0,2020-01-01
4874.0,2021-01-01
4875.0,2021-01-01
4878.0,2020-01-01
4879.0,2020-01-01
4881.0,2022-01-01
4882.0,2020-01-01
4884.0,2007-01-01
4885.0,2009-01-01
4886.0,2022-01-01
4887.0,2016-01-01
4888.0,2021-01-01
4889.0,2022-01-01
4891.0,2021-01-01
4892.0,2014-01-01
4895.0,2022-01-01
4896.0,2016-01-01
4899.0,2011-01-01
4900.0,2013-01-01
4901.0,2020-01-01
4903.0,2010-01-01
4905.0,2021-01-01
4907.0,2021-01-01
4908.0,2021-01-01
4909.0,2021-01-01
4912.0,2018-01-01
4915.0,2014-01-01
4916.0,2018-01-01
4917.0,2021-01-01
4919.0,2022-01-01
4922.0,2011-01-01
4924.0,2016-01-01
4925.0,2015-01-01
4926.0,2022-01-01
4927.0,2020-01-01
4928.0,2022-01-01
4929.0,2014-01-01
4930.0,2014-01-01
4931.0,2012-01-01
4932.0,2018-01-01
4934.0,2021-01-01
4935.0,2017-01-01
4936.0,2022-01-01
4941.0,2019-01-01
4942.0,2020-01-01
4943.0,2016-01-01
4944.0,2011-01-01
4948.0,2017-01-01
4949.0,2007-01-01
4950.0,2021-01-01
4952.0,2020-01-01
4954.0,2018-01-01
4955.0,2011-01-01
4958.0,2020-01-01
4959.0,2016-01-01
4966.0,2005-01-01
4968.0,2017-01-01
4971.0,2012-01-01
4972.0,2016-01-01
4973.0,2007-01-01
4976.0,2021-01-01
4977.0,2013-01-01
4979.0,2014-01-01
4982.0,2018-01-01
4983.0,2021-01-01
4984.0,2020-01-01
4985.0,2017-01-01
4986.0,2014-01-01
4987.0,2022-01-01
4990.0,2018-01-01
4991.0,2021-01-01
4996.0,2022-01-01
4999.0,2020-01-01
5000.0,2019-01-01
5001.0,2017-01-01
5002.0,2017-01-01
5003.0,2017-01-01
5007.0,2018-01-01
5008.0,2016-01-01
5009.0,2015-01-01
5010.0,2017-01-01
5011.0,2021-01-01
5013.0,2020-01-01
5015.0,2022-01-01
5021.0,2017-01-01
5023.0,2019-01-01
5024.0,2020-01-01
5025.0,2022-01-01
5026.0,2020-01-01
5028.0,2021-01-01
5032.0,2015-01-01
5033.0,2011-01-01
5035.0,2021-01-01
5038.0,2020-01-01
5039.0,2020-01-01
5040.0,2015-01-01
5041.0,2022-01-01
5042.0,2013-01-01
5043.0,2022-01-01
5044.0,2012-01-01
5045.0,2020-01-01
5046.0,2016-01-01
5048.0,2014-01-01
5049.0,2019-01-01
5051.0,2022-01-01
5055.0,2008-01-01
5058.0,2017-01-01
5059.0,2020-01-01
5060.0,2017-01-01
5061.0,2019-01-01
5062.0,2022-01-01
5065.0,2019-01-01
5067.0,2013-01-01
5068.0,2020-01-01
5072.0,2021-01-01
5074.0,2012-01-01
5075.0,2021-01-01
5076.0,2010-01-01
5077.0,2017-01-01
5078.0,2021-01-01
5079.0,2019-01-01
5080.0,2016-01-01
5081.0,2015-01-01
5082.0,2011-01-01
5084.0,2022-01-01
5085.0,2020-01-01
5086.0,2020-01-01
5087.0,2021-01-01
5092.0,2018-01-01
5093.0,2022-01-01
5095.0,2014-01-01
5096.0,2022-01-01
5097.0,2007-01-01
5101.0,2020-01-01
5102.0,2016-01-01
5103.0,2015-01-01
5104.0,2012-01-01
5105.0,2022-01-01
5106.0,2019-01-01
5108.0,2014-01-01
5111.0,2022-01-01
5112.0,2011-01-01
5113.0,2021-01-01
5114.0,2013-01-01
5118.0,2021-01-01
5121.0,2009-01-01
5122.0,2021-01-01
5123.0,2017-01-01
5126.0,2022-01-01
5127.0,2018-01-01
5128.0,2017-01-01
5130.0,2016-01-01
5133.0,2003-01-01
5136.0,2015-01-01
5138.0,2015-01-01
5139.0,2017-01-01
5140.0,2010-01-01
5142.0,2014-01-01
5143.0,2019-01-01
5144.0,2022-01-01
5149.0,2019-01-01
5152.0,2018-01-01
5154.0,2014-01-01
5156.0,2015-01-01
5157.0,2021-01-01
5159.0,2011-01-01
5160.0,2016-01-01
5161.0,2011-01-01
5162.0,2022-01-01
5163.0,2017-01-01
5168.0,2005-01-01
5170.0,2022-01-01
5174.0,2019-01-01
5175.0,2021-01-01
5177.0,2020-01-01
5179.0,2010-01-01
5180.0,2020-01-01
5182.0,2022-01-01
5183.0,2019-01-01
5184.0,2008-01-01
5185.0,2016-01-01
5186.0,2018-01-01
5187.0,2015-01-01
5188.0,2021-01-01
5189.0,2021-01-01
5192.0,2014-01-01
5196.0,2014-01-01
5199.0,2020-01-01
5201.0,2016-01-01
5202.0,2003-01-01
5203.0,2021-01-01
5204.0,2020-01-01
5205.0,2015-01-01
5206.0,2021-01-01
5209.0,2017-01-01
5210.0,2012-01-01
5213.0,2014-01-01
5214.0,2019-01-01
5215.0,2017-01-01
5217.0,2017-01-01
5218.0,2019-01-01
5219.0,2019-01-01
5220.0,2012-01-01
5221.0,2020-01-01
5222.0,2016-01-01
5224.0,2022-01-01
5226.0,2015-01-01
5227.0,2019-01-01
5230.0,2020-01-01
5232.0,2015-01-01
5233.0,2021-01-01
5234.0,2021-01-01
5235.0,2005-01-01
5237.0,2022-01-01
5238.0,2013-01-01
5241.0,2021-01-01
5245.0,2020-01-01
5246.0,2017-01-01
5248.0,2021-01-01
5250.0,2013-01-01
5251.0,2018-01-01
5252.0,2011-01-01
5253.0,2022-01-01
5255.0,2020-01-01
5257.0,2022-01-01
5258.0,2021-01-01
5259.0,2021-01-01
5260.0,2019-01-01
5262.0,2021-01-01
5263.0,2017-01-01
5265.0,2021-01-01
5267.0,2021-01-01
5268.0,2020-01-01
5271.0,2019-01-01
5272.0,2022-01-01
5273.0,2016-01-01
5274.0,2017-01-01
5275.0,2020-01-01
5277.0,2017-01-01
5279.0,2017-01-01
5281.0,2008-01-01
5282.0,2021-01-01
5284.0,2015-01-01
5285.0,2010-01-01
5287.0,2016-01-01
5288.0,2015-01-01
5290.0,2008-01-01
5291.0,2021-01-01
5293.0,2022-01-01
5295.0,2020-01-01
5298.0,2011-01-01
5300.0,2018-01-01
5301.0,2009-01-01
5303.0,2014-01-01
5307.0,2020-01-01
5308.0,2014-01-01
5309.0,2005-01-01
5310.0,2019-01-01
5311.0,2012-01-01
5314.0,2021-01-01
5315.0,2022-01-01
5319.0,2020-01-01
5321.0,2019-01-01
5323.0,2004-01-01
5324.0,2006-01-01
5325.0,2013-01-01
5329.0,2018-01-01
5331.0,2022-01-01
5333.0,2016-01-01
5337.0,2021-01-01
5338.0,2020-01-01
5339.0,2021-01-01
5340.0,2015-01-01
5341.0,2017-01-01
5343.0,2015-01-01
5345.0,2012-01-01
5347.0,2021-01-01
5348.0,2021-01-01
5351.0,2021-01-01
5352.0,2021-01-01
5354.0,2019-01-01
5355.0,2017-01-01
5356.0,2011-01-01
5361.0,2005-01-01
5362.0,2008-01-01
5364.0,2008-01-01
5365.0,2016-01-01
5366.0,2019-01-01
5370.0,2022-01-01
5371.0,2021-01-01
5372.0,2011-01-01
5373.0,2022-01-01
5374.0,2009-01-01
5375.0,2016-01-01
5377.0,2003-01-01
5378.0,2012-01-01
5379.0,2018-01-01
5380.0,2021-01-01
5382.0,2010-01-01
5384.0,2021-01-01
5385.0,2022-01-01
5387.0,2011-01-01
5389.0,2019-01-01
5390.0,2011-01-01
5391.0,2017-01-01
5392.0,2019-01-01
5394.0,2022-01-01
5395.0,2017-01-01
5396.0,2019-01-01
5397.0,2012-01-01
5398.0,2008-01-01
5401.0,2019-01-01
5402.0,2007-01-01
5404.0,2004-01-01
5406.0,2018-01-01
5407.0,2014-01-01
5409.0,2020-01-01
5410.0,2018-01-01
5411.0,2003-01-01
5413.0,2019-01-01
5414.0,2018-01-01
5415.0,2021-01-01
5420.0,2016-01-01
5423.0,2022-01-01
5424.0,2015-01-01
5425.0,2017-01-01
5427.0,2011-01-01
5430.0,2021-01-01
5431.0,2020-01-01
5432.0,2011-01-01
5433.0,2009-01-01
5435.0,2020-01-01
5436.0,2011-01-01
5438.0,2014-01-01
5443.0,2021-01-01
5447.0,2021-01-01
5448.0,2011-01-01
5449.0,2022-01-01
5450.0,2006-01-01
5451.0,2013-01-01
5452.0,2015-01-01
5453.0,2005-01-01
5456.0,2020-01-01
5460.0,2016-01-01
5461.0,2009-01-01
5464.0,2022-01-01
5465.0,2015-01-01
5466.0,2021-01-01
5467.0,2020-01-01
5468.0,2009-01-01
5469.0,2021-01-01
5470.0,2021-01-01
5473.0,2004-01-01
5474.0,2019-01-01
5476.0,2006-01-01
5480.0,2021-01-01
5484.0,2022-01-01
5486.0,2015-01-01
5490.0,2013-01-01
5491.0,2022-01-01
5492.0,2016-01-01
5493.0,2022-01-01
5494.0,2021-01-01
5497.0,2006-01-01
5500.0,2020-01-01
5501.0,2006-01-01
5502.0,2020-01-01
5504.0,2021-01-01
5505.0,2016-01-01
5508.0,2021-01-01
5513.0,2018-01-01
5518.0,2010-01-01
5521.0,2020-01-01
5524.0,2019-01-01
5525.0,2021-01-01
5526.0,2014-01-01
5527.0,2018-01-01
5528.0,2008-01-01
5529.0,2022-01-01
5530.0,2022-01-01
5532.0,2013-01-01
5533.0,2020-01-01
5535.0,2014-01-01
5536.0,2021-01-01
5538.0,2020-01-01
5539.0,2020-01-01
5540.0,2021-01-01
5544.0,2019-01-01
5545.0,2019-01-01
5546.0,2020-01-01
5549.0,2012-01-01
5551.0,2022-01-01
5552.0,2022-01-01
5553.0,2021-01-01
5555.0,2020-01-01
5557.0,2021-01-01
5558.0,2020-01-01
5559.0,2013-01-01
5563.0,2011-01-01
5566.0,2020-01-01
5567.0,2021-01-01
5568.0,2006-01-01
5575.0,2022-01-01
5576.0,2020-01-01
5577.0,2017-01-01
5582.0,2019-01-01
5583.0,2022-01-01
5584.0,2020-01-01
5585.0,2019-01-01
5586.0,2017-01-01
5587.0,2019-01-01
5588.0,2022-01-01
5589.0,2020-01-01
5590.0,2011-01-01
5591.0,2019-01-01
5592.0,2016-01-01
5593.0,2002-01-01
5594.0,2021-01-01
5595.0,2011-01-01
5596.0,2020-01-01
5597.0,2021-01-01
5598.0,2017-01-01
5599.0,2022-01-01
5600.0,2014-01-01
5601.0,2019-01-01
5602.0,2022-01-01
5604.0,2008-01-01
5605.0,2019-01-01
5606.0,2017-01-01
5609.0,2020-01-01
5610.0,2004-01-01
5612.0,2021-01-01
5613.0,2016-01-01
5615.0,2005-01-01
5616.0,2020-01-01
5617.0,2014-01-01
5618.0,2020-01-01
5620.0,2020-01-01
5621.0,2015-01-01
5625.0,2012-01-01
5627.0,2002-01-01
5628.0,2021-01-01
5631.0,2021-01-01
5633.0,2022-01-01
5634.0,2017-01-01
5635.0,2015-01-01
5636.0,2013-01-01
5638.0,2021-01-01
5639.0,2022-01-01
5641.0,2022-01-01
5643.0,2021-01-01
5644.0,2014-01-01
5645.0,2020-01-01
5646.0,2022-01-01
5647.0,2014-01-01
5648.0,2014-01-01
5649.0,2021-01-01
5650.0,2022-01-01
5651.0,2011-01-01
5655.0,2020-01-01
5658.0,2022-01-01
5659.0,2011-01-01
5661.0,2019-01-01
5666.0,2003-01-01
5667.0,2021-01-01
5668.0,2010-01-01
5672.0,2015-01-01
5676.0,2017-01-01
5678.0,2016-01-01
5681.0,2016-01-01
5682.0,2022-01-01
5686.0,2004-01-01
5688.0,2021-01-01
5689.0,2021-01-01
5694.0,2021-01-01
5695.0,2011-01-01
5696.0,2016-01-01
5698.0,2022-01-01
5699.0,2020-01-01
5700.0,2011-01-01
5701.0,2021-01-01
5704.0,2014-01-01
5706.0,2014-01-01
5709.0,2020-01-01
5711.0,2020-01-01
5714.0,2019-01-01
5715.0,2021-01-01
5717.0,2015-01-01
5720.0,2013-01-01
5721.0,2008-01-01
5723.0,2019-01-01
5725.0,2017-01-01
5726.0,2011-01-01
5727.0,2005-01-01
5730.0,2020-01-01
5732.0,2017-01-01
5734.0,2018-01-01
5736.0,2016-01-01
5740.0,2022-01-01
5742.0,2022-01-01
5743.0,2008-01-01
5744.0,2019-01-01
5746.0,2012-01-01
5747.0,2016-01-01
5750.0,2021-01-01
5751.0,2013-01-01
5752.0,2014-01-01
5756.0,2018-01-01
5757.0,2021-01-01
5758.0,2007-01-01
5759.0,2022-01-01
5762.0,2007-01-01
5763.0,2015-01-01
5765.0,2018-01-01
5767.0,2022-01-01
5768.0,2021-01-01
5772.0,2018-01-01
5773.0,2010-01-01
5776.0,2017-01-01
5777.0,2006-01-01
5780.0,2009-01-01
5781.0,2017-01-01
5782.0,2019-01-01
5784.0,2005-01-01
5785.0,2020-01-01
5786.0,2022-01-01
5787.0,2021-01-01
5788.0,2022-01-01
5789.0,2021-01-01
5795.0,2022-01-01
5797.0,2013-01-01
5798.0,2014-01-01
5802.0,2021-01-01
5803.0,2017-01-01
5805.0,2022-01-01
5806.0,2016-01-01
5808.0,2017-01-01
5809.0,2022-01-01
5811.0,2021-01-01
5812.0,2009-01-01
5813.0,2020-01-01
5816.0,2012-01-01
5818.0,2020-01-01
5821.0,2016-01-01
5824.0,2020-01-01
5825.0,2013-01-01
5826.0,2019-01-01
5827.0,2012-01-01
5828.0,2022-01-01
5829.0,2004-01-01
5830.0,2012-01-01
5833.0,2022-01-01
5834.0,2013-01-01
5836.0,2020-01-01
5837.0,2016-01-01
5841.0,2013-01-01
5845.0,2021-01-01
5848.0,2017-01-01
5849.0,2018-01-01
5850.0,2022-01-01
5853.0,2021-01-01
5858.0,2021-01-01
5859.0,2015-01-01
5860.0,2021-01-01
5861.0,2010-01-01
5862.0,2020-01-01
5863.0,2022-01-01
5868.0,2007-01-01
5870.0,2019-01-01
5872.0,2017-01-01
5874.0,2014-01-01
5875.0,2017-01-01
5877.0,2017-01-01
5878.0,2005-01-01
5879.0,2021-01-01
5881.0,2020-01-01
5882.0,2017-01-01
5883.0,2014-01-01
5884.0,2006-01-01
5885.0,2006-01-01
5886.0,2022-01-01
5887.0,2014-01-01
5888.0,2013-01-01
5889.0,2007-01-01
5890.0,2017-01-01
5891.0,2011-01-01
5892.0,2022-01-01
5893.0,2010-01-01
5894.0,2012-01-01
5895.0,2014-01-01
5897.0,2020-01-01
5899.0,2019-01-01
5900.0,2016-01-01
5902.0,2020-01-01
5903.0,2007-01-01
5904.0,2013-01-01
5907.0,2012-01-01
5909.0,2013-01-01
5910.0,2013-01-01
5911.0,2020-01-01
5913.0,2022-01-01
5914.0,2010-01-01
5916.0,2009-01-01
5918.0,2020-01-01
5919.0,2021-01-01
5920.0,2018-01-01
5921.0,2021-01-01
5923.0,2021-01-01
5924.0,2014-01-01
5927.0,2014-01-01
5928.0,2021-01-01
5929.0,2012-01-01
5930.0,2017-01-01
5931.0,2022-01-01
5932.0,2020-01-01
5933.0,2021-01-01
5936.0,2019-01-01
5938.0,2021-01-01
5941.0,2020-01-01
5942.0,2022-01-01
5946.0,2016-01-01
5949.0,2015-01-01
5951.0,2022-01-01
5953.0,2021-01-01
5956.0,2009-01-01
5959.0,2021-01-01
5960.0,2016-01-01
5962.0,2017-01-01
5970.0,2022-01-01
5971.0,2016-01-01
5973.0,2008-01-01
5976.0,2015-01-01
5980.0,2021-01-01
5984.0,2022-01-01
5985.0,2020-01-01
5988.0,2015-01-01
5989.0,2011-01-01
5990.0,2007-01-01
5991.0,2022-01-01
5992.0,2021-01-01
5993.0,2020-01-01
5994.0,2017-01-01
5995.0,2008-01-01
5997.0,2021-01-01
5998.0,2014-01-01
5999.0,2017-01-01
6000.0,2021-01-01
6002.0,2020-01-01
6005.0,2022-01-01
6006.0,2004-01-01
6007.0,2022-01-01
6008.0,2021-01-01
6010.0,2017-01-01
6012.0,2011-01-01
6013.0,2021-01-01
6014.0,2007-01-01
6016.0,2022-01-01
6017.0,2016-01-01
6018.0,2019-01-01
6021.0,2020-01-01
6022.0,2019-01-01
6025.0,2021-01-01
6029.0,2008-01-01
6030.0,2009-01-01
6033.0,2021-01-01
6034.0,2022-01-01
6035.0,2021-01-01
6037.0,2011-01-01
6038.0,2019-01-01
6042.0,2021-01-01
6043.0,2011-01-01
6044.0,2021-01-01
6046.0,2021-01-01
6048.0,2016-01-01
6049.0,2012-01-01
6050.0,2018-01-01
6053.0,2018-01-01
6056.0,2013-01-01
6063.0,2022-01-01
6065.0,2020-01-01
6067.0,2003-01-01
6068.0,2011-01-01
6075.0,2020-01-01
6078.0,2021-01-01
6081.0,2021-01-01
6082.0,2014-01-01
6085.0,2015-01-01
6088.0,2014-01-01
6089.0,2017-01-01
6090.0,2017-01-01
6091.0,2021-01-01
6092.0,2016-01-01
6093.0,2016-01-01
6095.0,2020-01-01
6097.0,2013-01-01
6098.0,2019-01-01
6102.0,2018-01-01
6104.0,2019-01-01
6105.0,2011-01-01
6106.0,2021-01-01
6107.0,2018-01-01
6112.0,2018-01-01
6113.0,2018-01-01
6114.0,2014-01-01
6115.0,2020-01-01
