Unnamed: 0,Last avail. year
2074.0,2016-01-01
2075.0,2021-01-01
2076.0,2019-01-01
2077.0,2004-01-01
2080.0,2021-01-01
2081.0,2012-01-01
2082.0,2020-01-01
2083.0,2020-01-01
2088.0,2008-01-01
2091.0,2015-01-01
2092.0,2016-01-01
2093.0,2011-01-01
2097.0,2022-01-01
2098.0,2012-01-01
2099.0,2021-01-01
2100.0,2019-01-01
2101.0,2016-01-01
2105.0,2021-01-01
2108.0,2019-01-01
2109.0,2013-01-01
2110.0,2020-01-01
2115.0,2009-01-01
2117.0,2019-01-01
2118.0,2021-01-01
2120.0,2021-01-01
2122.0,2021-01-01
2123.0,2018-01-01
2124.0,2018-01-01
2125.0,2016-01-01
2126.0,2016-01-01
2127.0,2021-01-01
2128.0,2016-01-01
2129.0,2021-01-01
2130.0,2011-01-01
2132.0,2015-01-01
2133.0,2004-01-01
2134.0,2021-01-01
2137.0,2019-01-01
2138.0,2016-01-01
2139.0,2021-01-01
2140.0,2020-01-01
2141.0,2022-01-01
2142.0,2020-01-01
2143.0,2012-01-01
2145.0,2009-01-01
2146.0,2020-01-01
2147.0,2017-01-01
2148.0,2019-01-01
2149.0,2021-01-01
2150.0,2015-01-01
2151.0,2022-01-01
2152.0,2021-01-01
2158.0,2017-01-01
2159.0,2011-01-01
2160.0,2016-01-01
2161.0,2022-01-01
2164.0,2017-01-01
2166.0,2012-01-01
2167.0,2015-01-01
2169.0,2013-01-01
2170.0,2019-01-01
2171.0,2017-01-01
2174.0,2020-01-01
2175.0,2013-01-01
2177.0,2009-01-01
2178.0,2012-01-01
2180.0,2011-01-01
2181.0,2020-01-01
2182.0,2022-01-01
2184.0,2015-01-01
2185.0,2012-01-01
2186.0,2022-01-01
2188.0,2012-01-01
2190.0,2014-01-01
2191.0,2021-01-01
2192.0,2011-01-01
2193.0,2017-01-01
2197.0,2015-01-01
2198.0,2021-01-01
2200.0,2021-01-01
2201.0,2007-01-01
2202.0,2022-01-01
2203.0,2022-01-01
2204.0,2013-01-01
2206.0,2018-01-01
2207.0,2015-01-01
2211.0,2020-01-01
2212.0,2022-01-01
2214.0,2021-01-01
2216.0,2017-01-01
2217.0,2016-01-01
2218.0,2022-01-01
2219.0,2014-01-01
2220.0,2020-01-01
2221.0,2011-01-01
2223.0,2021-01-01
2224.0,2020-01-01
2225.0,2012-01-01
2227.0,2010-01-01
2233.0,2013-01-01
2234.0,2022-01-01
2235.0,2014-01-01
2238.0,2016-01-01
2239.0,2018-01-01
2240.0,2022-01-01
2241.0,2005-01-01
2243.0,2009-01-01
2244.0,2009-01-01
2245.0,2014-01-01
2246.0,2019-01-01
2247.0,2021-01-01
2248.0,2021-01-01
2249.0,2015-01-01
2250.0,2016-01-01
2253.0,2022-01-01
2254.0,2004-01-01
2256.0,2022-01-01
2257.0,2012-01-01
2260.0,2010-01-01
2262.0,2022-01-01
2263.0,2013-01-01
2264.0,2015-01-01
2265.0,2022-01-01
2267.0,2022-01-01
2268.0,2014-01-01
2269.0,2021-01-01
2270.0,2021-01-01
2272.0,2022-01-01
2275.0,2021-01-01
2276.0,2017-01-01
2278.0,2015-01-01
2279.0,2002-01-01
2280.0,2016-01-01
2282.0,2022-01-01
2284.0,2021-01-01
2286.0,2019-01-01
2287.0,2021-01-01
2291.0,2013-01-01
2294.0,2015-01-01
2295.0,2021-01-01
2298.0,2017-01-01
2299.0,2010-01-01
2301.0,2021-01-01
2304.0,2017-01-01
2308.0,2017-01-01
2309.0,2019-01-01
2310.0,2012-01-01
2311.0,2020-01-01
2312.0,2021-01-01
2314.0,2022-01-01
2315.0,2022-01-01
2318.0,2022-01-01
2319.0,2009-01-01
2320.0,2022-01-01
2321.0,2022-01-01
2322.0,2021-01-01
2325.0,2021-01-01
2326.0,2018-01-01
2327.0,2016-01-01
2328.0,2022-01-01
2329.0,2021-01-01
2330.0,2019-01-01
2331.0,2017-01-01
2333.0,2019-01-01
2334.0,2020-01-01
2336.0,2018-01-01
2338.0,2021-01-01
2340.0,2020-01-01
2344.0,2010-01-01
2348.0,2020-01-01
2349.0,2021-01-01
2350.0,2011-01-01
2351.0,2021-01-01
2352.0,2018-01-01
2354.0,2022-01-01
2357.0,2020-01-01
2360.0,2019-01-01
2362.0,2017-01-01
2363.0,2016-01-01
2365.0,2017-01-01
2367.0,2020-01-01
2369.0,2019-01-01
2372.0,2014-01-01
2377.0,2006-01-01
2378.0,2018-01-01
2381.0,2019-01-01
2382.0,2009-01-01
2383.0,2017-01-01
2389.0,2022-01-01
2390.0,2019-01-01
2392.0,2021-01-01
2395.0,2021-01-01
2398.0,2022-01-01
2399.0,2016-01-01
2401.0,2022-01-01
2403.0,2017-01-01
2404.0,2003-01-01
2407.0,2014-01-01
2408.0,2021-01-01
2411.0,2015-01-01
2413.0,2020-01-01
2414.0,2020-01-01
2415.0,2022-01-01
2416.0,2021-01-01
2418.0,2016-01-01
2421.0,2014-01-01
2422.0,2017-01-01
2423.0,2011-01-01
2426.0,2017-01-01
2427.0,2021-01-01
2428.0,2006-01-01
2429.0,2021-01-01
2430.0,2014-01-01
2431.0,2021-01-01
2432.0,2016-01-01
2438.0,2012-01-01
2440.0,2021-01-01
2441.0,2021-01-01
2442.0,2016-01-01
2443.0,2021-01-01
2444.0,2020-01-01
2446.0,2010-01-01
2447.0,2021-01-01
2448.0,2015-01-01
2449.0,2014-01-01
2450.0,2020-01-01
2452.0,2011-01-01
2453.0,2016-01-01
2454.0,2015-01-01
2458.0,2018-01-01
2459.0,2007-01-01
2462.0,2013-01-01
2465.0,2009-01-01
2468.0,2018-01-01
2469.0,2009-01-01
2470.0,2012-01-01
2471.0,2022-01-01
2474.0,2020-01-01
2475.0,2011-01-01
2476.0,2022-01-01
2478.0,2015-01-01
2479.0,2014-01-01
2480.0,2015-01-01
2481.0,2016-01-01
2483.0,2014-01-01
2486.0,2012-01-01
2488.0,2019-01-01
2490.0,2020-01-01
2491.0,2021-01-01
2495.0,2020-01-01
2496.0,2019-01-01
2498.0,2011-01-01
2501.0,2014-01-01
2504.0,2011-01-01
2505.0,2017-01-01
2509.0,2011-01-01
2510.0,2019-01-01
2511.0,2022-01-01
2512.0,2021-01-01
2513.0,2021-01-01
2515.0,2021-01-01
2519.0,2015-01-01
2520.0,2021-01-01
2522.0,2008-01-01
2523.0,2020-01-01
2524.0,2020-01-01
2528.0,2020-01-01
2529.0,2020-01-01
2531.0,2020-01-01
2534.0,2011-01-01
2536.0,2018-01-01
2539.0,2020-01-01
2540.0,2012-01-01
2541.0,2020-01-01
2542.0,2017-01-01
2543.0,2020-01-01
2546.0,2020-01-01
2547.0,2008-01-01
2549.0,2008-01-01
2550.0,2020-01-01
2551.0,2022-01-01
2556.0,2020-01-01
2559.0,2022-01-01
2561.0,2016-01-01
2564.0,2019-01-01
2566.0,2013-01-01
2568.0,2008-01-01
2572.0,2004-01-01
2573.0,2012-01-01
2575.0,2018-01-01
2578.0,2017-01-01
2583.0,2007-01-01
2585.0,2022-01-01
2586.0,2016-01-01
2587.0,2021-01-01
2588.0,2021-01-01
2590.0,2014-01-01
2593.0,2021-01-01
2595.0,2021-01-01
2597.0,2019-01-01
2598.0,2017-01-01
2599.0,2015-01-01
2600.0,2022-01-01
2601.0,2020-01-01
2602.0,2019-01-01
2603.0,2018-01-01
2604.0,2022-01-01
2607.0,2021-01-01
2608.0,2020-01-01
2609.0,2019-01-01
2611.0,2022-01-01
2613.0,2022-01-01
2615.0,2019-01-01
2618.0,2016-01-01
2620.0,2014-01-01
2621.0,2014-01-01
2622.0,2021-01-01
2623.0,2021-01-01
2625.0,2021-01-01
2626.0,2020-01-01
2628.0,2015-01-01
2630.0,2021-01-01
2631.0,2016-01-01
2632.0,2017-01-01
2636.0,2021-01-01
2638.0,2022-01-01
2639.0,2003-01-01
2640.0,2011-01-01
2641.0,2012-01-01
2642.0,2020-01-01
2643.0,2015-01-01
2648.0,2016-01-01
2649.0,2022-01-01
2650.0,2014-01-01
2653.0,2012-01-01
2655.0,2020-01-01
2656.0,2006-01-01
2658.0,2019-01-01
2659.0,2013-01-01
2660.0,2022-01-01
2661.0,2012-01-01
2662.0,2020-01-01
2663.0,2018-01-01
2664.0,2017-01-01
2666.0,2013-01-01
2667.0,2011-01-01
2669.0,2015-01-01
2670.0,2022-01-01
2671.0,2011-01-01
2674.0,2015-01-01
2675.0,2021-01-01
2676.0,2021-01-01
2678.0,2007-01-01
2680.0,2021-01-01
2681.0,2016-01-01
2682.0,2021-01-01
2683.0,2016-01-01
2685.0,2006-01-01
2686.0,2020-01-01
2690.0,2022-01-01
2691.0,2011-01-01
2695.0,2020-01-01
2696.0,2020-01-01
2699.0,2021-01-01
2700.0,2021-01-01
2702.0,2016-01-01
2703.0,2019-01-01
2704.0,2002-01-01
2705.0,2021-01-01
2708.0,2011-01-01
2710.0,2021-01-01
2711.0,2010-01-01
2712.0,2020-01-01
2713.0,2012-01-01
2717.0,2012-01-01
2718.0,2008-01-01
2720.0,2013-01-01
2721.0,2012-01-01
2722.0,2017-01-01
2723.0,2020-01-01
2724.0,2015-01-01
2725.0,2022-01-01
2726.0,2022-01-01
2727.0,2020-01-01
2728.0,2017-01-01
2731.0,2014-01-01
2732.0,2011-01-01
2733.0,2019-01-01
2735.0,2016-01-01
2736.0,2014-01-01
2737.0,2012-01-01
2738.0,2021-01-01
2739.0,2011-01-01
2742.0,2021-01-01
2743.0,2019-01-01
2744.0,2020-01-01
2745.0,2021-01-01
2746.0,2021-01-01
2747.0,2016-01-01
2748.0,2016-01-01
2749.0,2021-01-01
2750.0,2011-01-01
2751.0,2013-01-01
2756.0,2019-01-01
2757.0,2021-01-01
2760.0,2017-01-01
2761.0,2020-01-01
2767.0,2017-01-01
2768.0,2012-01-01
2769.0,2017-01-01
2771.0,2020-01-01
2772.0,2018-01-01
2773.0,2009-01-01
2774.0,2013-01-01
2777.0,2007-01-01
2778.0,2020-01-01
2779.0,2019-01-01
2780.0,2018-01-01
2781.0,2017-01-01
2783.0,2020-01-01
2784.0,2017-01-01
2786.0,2021-01-01
2787.0,2020-01-01
2788.0,2016-01-01
2789.0,2019-01-01
2792.0,2021-01-01
2794.0,2014-01-01
2795.0,2021-01-01
2796.0,2019-01-01
2797.0,2017-01-01
2798.0,2019-01-01
2801.0,2016-01-01
2802.0,2012-01-01
2803.0,2017-01-01
2804.0,2016-01-01
2805.0,2019-01-01
2806.0,2003-01-01
2808.0,2017-01-01
2809.0,2021-01-01
2811.0,2006-01-01
2816.0,2020-01-01
2817.0,2022-01-01
2818.0,2016-01-01
2819.0,2019-01-01
2820.0,2017-01-01
2822.0,2017-01-01
2823.0,2021-01-01
2824.0,2021-01-01
2827.0,2013-01-01
2828.0,2020-01-01
2829.0,2021-01-01
2831.0,2018-01-01
2834.0,2021-01-01
2835.0,2022-01-01
2836.0,2018-01-01
2837.0,2016-01-01
2843.0,2020-01-01
2844.0,2005-01-01
2848.0,2013-01-01
2849.0,2022-01-01
2850.0,2013-01-01
2852.0,2012-01-01
2853.0,2021-01-01
2855.0,2018-01-01
2856.0,2014-01-01
2857.0,2004-01-01
2858.0,2020-01-01
2859.0,2021-01-01
2861.0,2016-01-01
2863.0,2021-01-01
2864.0,2016-01-01
2865.0,2014-01-01
2869.0,2016-01-01
2870.0,2017-01-01
2871.0,2017-01-01
2874.0,2011-01-01
2875.0,2019-01-01
2877.0,2015-01-01
2879.0,2022-01-01
2880.0,2009-01-01
2881.0,2016-01-01
2883.0,2022-01-01
2886.0,2021-01-01
2887.0,2021-01-01
2890.0,2016-01-01
2891.0,2013-01-01
2893.0,2019-01-01
2894.0,2013-01-01
2895.0,2021-01-01
2896.0,2011-01-01
2897.0,2020-01-01
2898.0,2020-01-01
2899.0,2022-01-01
2900.0,2012-01-01
2901.0,2016-01-01
2905.0,2019-01-01
2907.0,2006-01-01
2908.0,2016-01-01
2910.0,2014-01-01
2911.0,2020-01-01
2913.0,2011-01-01
2915.0,2007-01-01
2916.0,2021-01-01
2921.0,2020-01-01
2922.0,2020-01-01
2923.0,2018-01-01
2925.0,2019-01-01
2928.0,2022-01-01
2930.0,2022-01-01
2931.0,2020-01-01
2932.0,2021-01-01
2935.0,2010-01-01
2936.0,2021-01-01
2938.0,2012-01-01
2939.0,2020-01-01
2940.0,2010-01-01
2941.0,2022-01-01
2942.0,2021-01-01
2943.0,2021-01-01
2945.0,2017-01-01
2946.0,2009-01-01
2947.0,2021-01-01
2948.0,2022-01-01
2949.0,2012-01-01
2950.0,2020-01-01
2951.0,2022-01-01
2952.0,2014-01-01
2953.0,2006-01-01
2954.0,2011-01-01
2955.0,2013-01-01
2956.0,2018-01-01
2957.0,2021-01-01
2959.0,2020-01-01
2961.0,2014-01-01
2963.0,2016-01-01
2964.0,2016-01-01
2965.0,2020-01-01
2968.0,2021-01-01
2969.0,2017-01-01
2970.0,2016-01-01
2971.0,2013-01-01
2972.0,2015-01-01
2973.0,2018-01-01
2975.0,2014-01-01
2976.0,2022-01-01
2977.0,2021-01-01
2978.0,2014-01-01
2984.0,2020-01-01
2985.0,2014-01-01
2986.0,2012-01-01
2987.0,2021-01-01
2989.0,2020-01-01
2991.0,2021-01-01
2992.0,2011-01-01
2993.0,2021-01-01
2994.0,2012-01-01
2995.0,2021-01-01
2997.0,2022-01-01
3000.0,2011-01-01
3001.0,2017-01-01
3002.0,2014-01-01
3004.0,2020-01-01
3006.0,2022-01-01
3008.0,2022-01-01
3011.0,2017-01-01
3012.0,2020-01-01
3013.0,2022-01-01
3015.0,2022-01-01
3016.0,2002-01-01
3017.0,2010-01-01
3018.0,2012-01-01
3020.0,2007-01-01
3021.0,2019-01-01
3024.0,2021-01-01
3026.0,2022-01-01
3028.0,2022-01-01
3029.0,2020-01-01
3036.0,2014-01-01
3037.0,2021-01-01
3039.0,2021-01-01
3042.0,2016-01-01
3043.0,2011-01-01
3045.0,2016-01-01
3048.0,2014-01-01
3049.0,2020-01-01
3050.0,2013-01-01
3051.0,2018-01-01
3052.0,2020-01-01
3053.0,2019-01-01
3054.0,2009-01-01
3055.0,2021-01-01
3056.0,2016-01-01
3057.0,2019-01-01
3059.0,2019-01-01
3060.0,2014-01-01
3061.0,2019-01-01
3062.0,2020-01-01
3063.0,2001-01-01
3067.0,2022-01-01
3069.0,2017-01-01
3071.0,2016-01-01
3072.0,2002-01-01
3075.0,2019-01-01
3076.0,2022-01-01
3079.0,2021-01-01
3081.0,2020-01-01
3082.0,2005-01-01
3083.0,2013-01-01
3087.0,2022-01-01
3089.0,2016-01-01
3092.0,2017-01-01
3093.0,2013-01-01
3094.0,2014-01-01
3095.0,2018-01-01
3098.0,2008-01-01
3100.0,2005-01-01
3103.0,2015-01-01
3105.0,2021-01-01
3106.0,2010-01-01
3108.0,2019-01-01
3110.0,2022-01-01
3111.0,2012-01-01
3112.0,2018-01-01
3113.0,2012-01-01
3114.0,2018-01-01
3115.0,2020-01-01
3116.0,2020-01-01
3117.0,2019-01-01
3118.0,2007-01-01
3121.0,2021-01-01
3122.0,2020-01-01
3123.0,2022-01-01
3124.0,2021-01-01
3125.0,2020-01-01
3128.0,2014-01-01
3130.0,2020-01-01
3131.0,2020-01-01
3135.0,2015-01-01
3136.0,2019-01-01
3137.0,2020-01-01
3139.0,2013-01-01
3140.0,2020-01-01
3141.0,2013-01-01
3143.0,2009-01-01
3146.0,2016-01-01
3148.0,2022-01-01
3149.0,2020-01-01
3150.0,2022-01-01
3151.0,2021-01-01
3152.0,2016-01-01
3155.0,2013-01-01
3157.0,2014-01-01
3159.0,2021-01-01
3161.0,2022-01-01
3162.0,2022-01-01
3163.0,2010-01-01
3166.0,2022-01-01
3168.0,2019-01-01
3171.0,2020-01-01
3173.0,2021-01-01
3174.0,2014-01-01
3177.0,2021-01-01
3179.0,2020-01-01
3180.0,2020-01-01
3181.0,2015-01-01
3182.0,2014-01-01
3183.0,2022-01-01
3188.0,2013-01-01
3190.0,2022-01-01
3191.0,2011-01-01
3192.0,2020-01-01
3194.0,2015-01-01
3197.0,2005-01-01
3198.0,2011-01-01
3199.0,2017-01-01
3202.0,2017-01-01
3203.0,2021-01-01
3204.0,2008-01-01
3205.0,2016-01-01
3208.0,2020-01-01
3209.0,2022-01-01
3210.0,2020-01-01
3213.0,2015-01-01
3216.0,2021-01-01
3218.0,2021-01-01
3221.0,2014-01-01
3223.0,2004-01-01
3224.0,2014-01-01
3225.0,2017-01-01
3228.0,2012-01-01
3231.0,2008-01-01
3232.0,2014-01-01
3234.0,2022-01-01
3235.0,2017-01-01
3237.0,2017-01-01
3238.0,2014-01-01
3239.0,2019-01-01
3241.0,2014-01-01
3242.0,2022-01-01
3243.0,2017-01-01
3246.0,2017-01-01
3247.0,2014-01-01
3249.0,2011-01-01
3250.0,2022-01-01
3251.0,2015-01-01
3252.0,2014-01-01
3255.0,2021-01-01
3256.0,2014-01-01
3258.0,2017-01-01
3259.0,2017-01-01
3262.0,2019-01-01
3264.0,2004-01-01
3267.0,2022-01-01
3269.0,2012-01-01
3273.0,2021-01-01
3275.0,2021-01-01
3276.0,2020-01-01
3277.0,2015-01-01
3281.0,2014-01-01
3282.0,2022-01-01
3283.0,2017-01-01
3285.0,2018-01-01
3289.0,2022-01-01
3290.0,2021-01-01
3291.0,2021-01-01
3293.0,2021-01-01
3294.0,2011-01-01
3296.0,2020-01-01
3298.0,2014-01-01
3301.0,2017-01-01
3302.0,2022-01-01
3303.0,2021-01-01
3304.0,2020-01-01
3306.0,2021-01-01
3308.0,2017-01-01
3309.0,2020-01-01
3311.0,2021-01-01
3313.0,2019-01-01
3316.0,2021-01-01
3317.0,2018-01-01
3318.0,2017-01-01
3320.0,2017-01-01
3321.0,2013-01-01
3323.0,2020-01-01
3324.0,2022-01-01
3325.0,2020-01-01
3327.0,2014-01-01
3330.0,2022-01-01
3332.0,2020-01-01
3333.0,2021-01-01
3334.0,2003-01-01
3337.0,2012-01-01
3338.0,2022-01-01
3340.0,2016-01-01
3341.0,2017-01-01
3342.0,2021-01-01
3343.0,2018-01-01
3344.0,2016-01-01
3345.0,2014-01-01
3346.0,2013-01-01
3347.0,2011-01-01
3348.0,2016-01-01
3350.0,2022-01-01
3351.0,2017-01-01
3352.0,2011-01-01
3353.0,2022-01-01
3354.0,2011-01-01
3356.0,2013-01-01
3357.0,2022-01-01
3363.0,2015-01-01
3364.0,2016-01-01
3366.0,2013-01-01
3368.0,2011-01-01
3371.0,2019-01-01
3372.0,2022-01-01
3373.0,2021-01-01
3374.0,2019-01-01
3376.0,2022-01-01
3377.0,2016-01-01
3378.0,2022-01-01
3379.0,2016-01-01
3381.0,2004-01-01
3382.0,2020-01-01
3383.0,2012-01-01
3384.0,2021-01-01
3385.0,2020-01-01
3388.0,2020-01-01
3389.0,2022-01-01
3392.0,2011-01-01
3393.0,2015-01-01
3396.0,2020-01-01
3397.0,2018-01-01
3398.0,2022-01-01
3400.0,2020-01-01
3401.0,2020-01-01
3402.0,2019-01-01
3404.0,2022-01-01
3406.0,2021-01-01
3407.0,2011-01-01
3410.0,2021-01-01
3411.0,2012-01-01
3413.0,2009-01-01
3414.0,2020-01-01
3415.0,2006-01-01
3416.0,2022-01-01
3421.0,2011-01-01
3423.0,2021-01-01
3424.0,2020-01-01
3425.0,2010-01-01
3426.0,2011-01-01
3428.0,2021-01-01
3429.0,2014-01-01
3431.0,2020-01-01
3436.0,2020-01-01
3439.0,2019-01-01
3440.0,2021-01-01
3441.0,2011-01-01
3444.0,2017-01-01
3445.0,2015-01-01
3446.0,2017-01-01
3448.0,2014-01-01
3449.0,2021-01-01
3450.0,2010-01-01
3451.0,2021-01-01
3453.0,2007-01-01
3455.0,2018-01-01
3456.0,2009-01-01
3458.0,2015-01-01
3459.0,2017-01-01
3460.0,2022-01-01
3461.0,2003-01-01
3462.0,2021-01-01
3468.0,2021-01-01
3469.0,2020-01-01
3471.0,2018-01-01
3474.0,2013-01-01
3476.0,2020-01-01
3479.0,2016-01-01
3480.0,2013-01-01
3481.0,2013-01-01
3487.0,2020-01-01
3488.0,2017-01-01
3489.0,2022-01-01
3490.0,2013-01-01
3491.0,2011-01-01
3492.0,2019-01-01
3494.0,2021-01-01
3495.0,2021-01-01
3496.0,2019-01-01
3497.0,2012-01-01
3498.0,2007-01-01
3499.0,2020-01-01
3501.0,2018-01-01
3503.0,2021-01-01
3504.0,2021-01-01
3507.0,2020-01-01
3509.0,2012-01-01
3511.0,2011-01-01
3513.0,2021-01-01
3516.0,2011-01-01
3519.0,2011-01-01
3520.0,2022-01-01
3521.0,2017-01-01
3522.0,2022-01-01
3523.0,2020-01-01
3525.0,2021-01-01
3526.0,2020-01-01
3527.0,2022-01-01
3529.0,2020-01-01
3531.0,2020-01-01
3533.0,2021-01-01
3536.0,2008-01-01
3540.0,2019-01-01
3541.0,2019-01-01
3542.0,2003-01-01
3544.0,2019-01-01
3546.0,2009-01-01
3547.0,2003-01-01
3550.0,2011-01-01
3551.0,2022-01-01
3554.0,2006-01-01
3557.0,2020-01-01
3559.0,2020-01-01
3563.0,2011-01-01
3564.0,2020-01-01
3565.0,2021-01-01
3567.0,2002-01-01
3570.0,2020-01-01
3572.0,2020-01-01
3574.0,2015-01-01
3576.0,2020-01-01
3577.0,2016-01-01
3578.0,2011-01-01
3584.0,2015-01-01
3585.0,2011-01-01
3586.0,2015-01-01
3587.0,2021-01-01
3589.0,2019-01-01
3591.0,2016-01-01
3592.0,2016-01-01
3593.0,2011-01-01
3595.0,2022-01-01
3596.0,2020-01-01
3597.0,2010-01-01
3598.0,2020-01-01
3599.0,2012-01-01
3600.0,2021-01-01
3601.0,2017-01-01
3602.0,2021-01-01
3603.0,2011-01-01
3605.0,2018-01-01
3607.0,2012-01-01
3610.0,2022-01-01
3611.0,2001-01-01
3613.0,2011-01-01
3616.0,2021-01-01
3618.0,2011-01-01
3621.0,2020-01-01
3623.0,2021-01-01
3624.0,2018-01-01
3629.0,2009-01-01
3631.0,2014-01-01
3632.0,2021-01-01
3633.0,2019-01-01
3634.0,2017-01-01
3636.0,2022-01-01
3639.0,2012-01-01
3642.0,2022-01-01
3644.0,2011-01-01
3645.0,2011-01-01
3646.0,2019-01-01
3650.0,2018-01-01
3652.0,2021-01-01
3653.0,2011-01-01
3655.0,2021-01-01
3656.0,2011-01-01
3659.0,2022-01-01
3660.0,2007-01-01
3661.0,2013-01-01
3662.0,2019-01-01
3663.0,2020-01-01
3664.0,2022-01-01
3671.0,2013-01-01
3672.0,2022-01-01
3673.0,2015-01-01
3674.0,2021-01-01
3675.0,2014-01-01
3676.0,2022-01-01
3681.0,2011-01-01
3682.0,2020-01-01
3683.0,2021-01-01
3684.0,2011-01-01
3688.0,2015-01-01
3692.0,2021-01-01
3693.0,2021-01-01
3694.0,2022-01-01
3697.0,2020-01-01
3700.0,2012-01-01
3702.0,2022-01-01
3703.0,2021-01-01
3704.0,2004-01-01
3705.0,2020-01-01
3707.0,2013-01-01
3708.0,2020-01-01
3709.0,2020-01-01
3712.0,2021-01-01
3713.0,2021-01-01
3714.0,2019-01-01
3715.0,2020-01-01
3717.0,2013-01-01
3719.0,2011-01-01
3723.0,2021-01-01
3725.0,2016-01-01
3726.0,2020-01-01
3727.0,2007-01-01
3729.0,2022-01-01
3730.0,2020-01-01
3731.0,2015-01-01
3736.0,2013-01-01
3737.0,2011-01-01
3738.0,2007-01-01
3740.0,2022-01-01
3741.0,2012-01-01
3745.0,2020-01-01
3746.0,2019-01-01
3749.0,2022-01-01
3752.0,2022-01-01
3753.0,2015-01-01
3755.0,2017-01-01
3756.0,2003-01-01
3757.0,2016-01-01
3759.0,2018-01-01
3760.0,2019-01-01
3763.0,2021-01-01
3764.0,2022-01-01
3767.0,2013-01-01
3769.0,2020-01-01
3770.0,2014-01-01
3773.0,2021-01-01
3774.0,2015-01-01
3775.0,2015-01-01
3778.0,2008-01-01
3779.0,2020-01-01
3780.0,2008-01-01
3782.0,2017-01-01
3787.0,2017-01-01
3788.0,2022-01-01
3789.0,2012-01-01
3790.0,2017-01-01
3791.0,2022-01-01
3796.0,2020-01-01
3797.0,2021-01-01
3798.0,2020-01-01
3800.0,2019-01-01
3801.0,2021-01-01
3803.0,2018-01-01
3804.0,2015-01-01
3806.0,2018-01-01
3808.0,2016-01-01
3809.0,2020-01-01
3812.0,2011-01-01
3813.0,2022-01-01
3814.0,2008-01-01
3817.0,2015-01-01
3818.0,2015-01-01
3820.0,2021-01-01
3821.0,2020-01-01
3822.0,2017-01-01
3823.0,2019-01-01
3825.0,2013-01-01
3826.0,2015-01-01
3827.0,2022-01-01
3828.0,2021-01-01
3829.0,2017-01-01
3832.0,2017-01-01
3837.0,2017-01-01
3840.0,2019-01-01
3841.0,2014-01-01
3843.0,2020-01-01
3847.0,2022-01-01
3848.0,2012-01-01
3852.0,2013-01-01
3854.0,2020-01-01
3856.0,2017-01-01
3857.0,2020-01-01
3858.0,2016-01-01
3862.0,2020-01-01
3865.0,2011-01-01
3866.0,2006-01-01
3867.0,2019-01-01
3868.0,2021-01-01
3869.0,2013-01-01
3871.0,2021-01-01
3874.0,2017-01-01
3875.0,2016-01-01
3876.0,2021-01-01
3878.0,2009-01-01
3879.0,2022-01-01
3880.0,2007-01-01
3882.0,2016-01-01
3884.0,2022-01-01
3888.0,2019-01-01
3889.0,2011-01-01
3893.0,2020-01-01
3894.0,2019-01-01
3896.0,2020-01-01
3897.0,2011-01-01
3898.0,2021-01-01
3900.0,2021-01-01
3901.0,2022-01-01
3904.0,2018-01-01
3905.0,2021-01-01
3906.0,2013-01-01
3910.0,2020-01-01
3911.0,2020-01-01
3912.0,2011-01-01
3914.0,2019-01-01
3917.0,2020-01-01
3918.0,2012-01-01
3919.0,2009-01-01
3921.0,2015-01-01
3923.0,2006-01-01
3924.0,2009-01-01
3931.0,2018-01-01
3932.0,2021-01-01
3936.0,2017-01-01
3937.0,2005-01-01
3938.0,2015-01-01
3939.0,2018-01-01
3942.0,2014-01-01
3943.0,2019-01-01
3945.0,2021-01-01
3947.0,2018-01-01
3950.0,2021-01-01
3952.0,2020-01-01
3953.0,2013-01-01
3954.0,2012-01-01
3955.0,2022-01-01
3956.0,2019-01-01
3957.0,2021-01-01
3958.0,2013-01-01
3961.0,2019-01-01
3962.0,2011-01-01
3963.0,2016-01-01
3964.0,2017-01-01
3965.0,2016-01-01
3966.0,2014-01-01
3967.0,2021-01-01
3969.0,2016-01-01
3971.0,2019-01-01
3973.0,2021-01-01
3975.0,2016-01-01
3977.0,2022-01-01
3978.0,2004-01-01
3988.0,2017-01-01
3989.0,2012-01-01
3990.0,2016-01-01
3992.0,2014-01-01
3994.0,2020-01-01
3995.0,2016-01-01
3997.0,2015-01-01
3999.0,2022-01-01
4001.0,2014-01-01
4004.0,2015-01-01
4005.0,2011-01-01
4006.0,2020-01-01
4010.0,2020-01-01
4011.0,2012-01-01
4015.0,2022-01-01
4019.0,2014-01-01
4020.0,2011-01-01
4022.0,2018-01-01
4024.0,2020-01-01
4025.0,2015-01-01
4029.0,2008-01-01
4032.0,2004-01-01
4034.0,2019-01-01
4035.0,2007-01-01
4036.0,2011-01-01
4040.0,2013-01-01
4041.0,2012-01-01
4043.0,2017-01-01
4044.0,2018-01-01
4045.0,2018-01-01
4046.0,2022-01-01
4047.0,2018-01-01
4048.0,2004-01-01
4049.0,2020-01-01
4051.0,2016-01-01
4052.0,2022-01-01
4053.0,2019-01-01
4054.0,2021-01-01
4055.0,2015-01-01
4056.0,2020-01-01
4058.0,2022-01-01
4060.0,2017-01-01
4061.0,2019-01-01
4064.0,2021-01-01
4065.0,2010-01-01
4068.0,2016-01-01
4069.0,2018-01-01
4072.0,2020-01-01
4074.0,2022-01-01
4075.0,2019-01-01
4077.0,2020-01-01
