index,bankruptcy,active,bankruptcy_indicator,time_to_event,mean_operating_revenue,mean_cash_flow,mean_total_assets,mean_n_employees,n_legal_events,peer_group_size
2485,2017-11-12,2014-05-30,1,1262.0,0.0,0.0,0.0,0.0,13.0,974432
2486,2015-01-26,1997-12-19,1,6247.0,0.0,-2.41710336875916,145.42063148934838,0.0,32.0,2693579
2489,2013-03-06,2009-08-07,1,1307.0,0.0,0.0,0.0,0.0,14.0,160362
2490,2020-01-10,1999-04-21,1,7569.0,0.0,8.621096999049184,15.926852162027348,0.0,1.0,166697
2495,2014-09-15,2012-01-17,1,972.0,0.0,51.02589917461874,275.9879246996644,1.0,17.0,1507576
2497,2014-12-22,1989-12-14,1,9139.0,110.078343550106,6.969191410565377,168.897814901471,0.16666666666666666,4.0,42968
2503,2016-11-10,2008-01-21,1,3216.0,0.0,-0.4235151263713834,1.4577610092639923,0.0,4.0,309900
2511,2015-03-04,2015-03-04,1,0.0,0.0,0.0,0.0,0.0,1.0,488571
2518,2013-10-06,2001-02-21,1,4610.0,44.219677110672,7.389734537267694,47.0758793949604,0.3333333333333333,6.0,100915
2530,2015-06-18,2007-03-30,1,3002.0,185.65650567080502,73.70510759990214,531.957649998474,1.0,14.0,167594
2534,2017-02-01,2002-04-26,1,5395.0,0.0,-5.482086711788179,2.6137665316104886,0.5,10.0,1435311
2537,2014-09-18,2009-04-29,1,1968.0,0.0,-0.9640497844696039,1.117905906677246,0.0,12.0,974432
2547,2013-04-22,1987-03-30,1,9520.0,0.0,20.40513148047922,427.2581311009406,21.333333333333332,3.0,316913
2556,2015-05-03,2015-05-03,1,0.0,0.0,0.0,0.0,0.0,1.0,316913
2559,2016-07-03,2012-11-16,1,1325.0,0.0,-10.020317372107499,28.99263564326764,1.0,8.0,316913
2577,2013-09-30,2000-11-28,1,4689.0,276.78886413115265,77.8619077320099,562.8147888766767,3.6666666666666665,35.0,1507576
2581,2014-02-09,2008-04-30,1,2111.0,0.0,0.0,13.740337383675561,0.0,4.0,969407
2582,2014-12-23,2010-05-07,1,1691.0,0.0,0.0,0.0,0.0,4.0,1355224
2587,2017-03-27,2009-09-03,1,2762.0,0.0,6.101270885658269,60.95111381978993,0.16666666666666666,6.0,1582861
2588,2016-09-06,2016-09-06,1,0.0,0.0,8.479503630399702,224.6635268679142,0.8333333333333334,6.0,64329
2593,2016-02-15,2006-02-27,1,3640.0,0.0,-29.752209204721442,276.6369341533662,1.0,6.0,509413
2602,2015-10-15,2011-03-10,1,1680.0,0.0,0.6053601901054462,63.645563351345025,0.0,4.0,162940
2605,2010-06-21,2010-06-21,1,0.0,689.3388991263311,5.656443597602899,525.842350825691,7.0,13.0,597496
2610,2016-08-31,2011-05-05,1,1945.0,0.0,2.47925475771428,98.53561602408881,1.0,5.0,719969
2615,2015-10-20,2005-10-20,1,3652.0,99.42729295696806,0.5574022993326053,29.02475040824412,0.5,20.0,137873
2621,,2011-07-01,0,4171.0,0.0,0.0,0.0,0.5,1.0,49756
2625,2016-12-04,2005-10-27,1,4056.0,0.0,-9.04837089619637,37.48512199134825,0.0,4.0,102592
2626,2013-10-28,2001-06-25,1,4508.0,0.0,14.5241270215273,38.78863573553563,0.0,13.0,62705
2628,,2022-09-16,0,76.0,0.0,0.0,0.0,0.3333333333333333,1.0,41444
2637,2014-11-08,2004-10-29,1,3662.0,0.0,-6.260682627487187,22.17520897181034,0.0,4.0,1481792
2646,2015-03-31,2007-07-11,1,2820.0,0.0,1.47802951669693,30.48326291787624,0.0,1.0,731053
2647,2013-12-11,1998-09-02,1,5579.0,0.0,-1.0396920467853576,68.28105371000764,1.5,3.0,160113
2648,2017-02-13,2004-09-12,1,4537.0,0.0,-8.20665091240406,197.06555696771153,0.0,6.0,95188
2650,2017-01-31,2003-03-07,1,5079.0,135.27675776970383,52.699168310093796,1054.5366412407636,0.6666666666666666,1.0,48957
2659,2015-09-28,2011-05-25,1,1587.0,0.0,23.560571694946283,52.5411768334866,0.5,1.0,354654
2661,2016-05-04,2005-01-24,1,4118.0,0.0,41.03671434490679,183.4935776511906,0.3333333333333333,11.0,1582861
2678,2016-06-06,2010-11-30,1,2015.0,0.0,-10.54668918104176,64.262084722805,1.3333333333333333,26.0,316913
2685,2014-11-08,2010-07-19,1,1573.0,93.77539480030534,-172.895287964797,1795.509153750562,3.1666666666666665,13.0,255582
2697,,2020-08-25,0,828.0,0.0,0.0,0.0,0.6666666666666666,7.0,1624973
2700,2013-02-10,2006-08-25,1,2361.0,183.45110701684135,-515.2525220589872,2461.105287212516,0.0,1.0,75270
2709,2014-01-13,1992-11-16,1,7728.0,0.0,16.204992899632433,609.9417663788317,4.833333333333333,30.0,189263
2728,2014-12-29,1990-10-04,1,8852.0,0.0,0.0,0.3937108328580856,0.0,4.0,2693579
2731,2018-09-18,2006-03-28,1,4557.0,0.0,5.481920869517326,33.59989107031822,0.0,8.0,162940
2736,2016-05-31,2004-12-07,1,4193.0,0.0,-3.7795766127824804,100.19679013757695,3.0,1.0,1355224
2739,2015-01-27,2010-02-16,1,1806.0,201.76037972239646,-0.34616297001839325,65.86707556402678,0.3333333333333333,22.0,384712
2745,2018-11-01,1997-01-17,1,7958.0,0.0,4.32476602649689,41.84595098400116,0.0,4.0,25396
2764,,2021-01-04,0,696.0,0.0,0.0,0.0,0.3333333333333333,1.0,441417
2779,2014-09-12,2005-08-09,1,3321.0,0.0,0.0,63.8812212854862,0.5,4.0,162940
2785,2014-11-27,2005-09-27,1,3348.0,0.0,66.30727032253746,329.9692164739372,10.0,4.0,2693579
2792,2012-03-19,2012-03-19,1,0.0,37.95834847003217,-2.0304974347591376,212.08518400957578,3.1666666666666665,17.0,16941
2794,2014-07-08,2011-01-08,1,1277.0,449.8120309386666,19.2247128335476,112.53426078176501,2.0,7.0,638760
2796,2014-07-04,2003-09-25,1,3935.0,141.372283239444,17.812853197336192,207.96687786245337,2.0,12.0,46838
2797,2015-05-10,2003-05-11,1,4382.0,0.0,16.45377225379953,135.65220718805807,0.16666666666666666,14.0,55518
2810,2016-02-06,2016-02-06,1,0.0,0.0,34.258940226793186,675.0657035860778,5.0,16.0,328760
2821,2016-03-05,2011-05-10,1,1761.0,0.0,0.0,0.0,0.0,1.0,552924
2822,2015-01-12,2014-06-25,1,201.0,0.0,0.0,0.0,0.0,4.0,2693579
2823,2014-12-05,2012-09-02,1,824.0,0.0,0.0,0.0,0.0,6.0,544636
2832,2016-12-09,1988-11-16,1,10250.0,0.0,15.783243334937103,192.48612593822457,1.8333333333333333,8.0,16941
2841,2013-06-28,1984-06-29,1,10591.0,0.0,24.06247752456666,79.87624689867494,1.0,6.0,160362
2845,2013-04-25,2004-01-06,1,3397.0,664.0491380320186,-167.92248894190794,214.323553766012,2.5,6.0,84339
2847,2017-07-02,2005-10-25,1,4268.0,47.95252196971567,3.3443615108013196,38.39003730883589,0.3333333333333333,12.0,851267
2850,2014-07-31,2006-03-04,1,3071.0,0.0,-1.4044573891639864,54.26751962814327,0.0,4.0,124086
2854,2015-02-16,2015-02-16,1,0.0,90.49524790048599,-91.996106003189,138.118780681324,2.0,27.0,75715
2856,2014-03-19,2008-07-11,1,2077.0,0.0,0.0,0.0,0.0,4.0,316913
2857,2016-09-14,2010-12-22,1,2093.0,59.825186787883496,15.326710200691219,217.0384694057464,2.8333333333333335,19.0,2693579
2861,2014-10-02,1992-09-28,1,8039.0,0.0,-2.107445349597932,2.5807220469236363,0.0,14.0,9919
2862,2014-06-02,2012-07-24,1,678.0,0.0,0.0,0.0,0.0,4.0,16383
2865,2017-03-10,2015-10-03,1,524.0,0.0,0.0,0.0,0.0,4.0,2693579
2867,2013-12-23,1995-03-29,1,6844.0,634.4699736597155,-7.090508724999502,206.39180908522593,2.5,6.0,227331
2880,2017-09-01,2012-06-08,1,1911.0,146.179682591478,-14.8121129704714,59.59022199165831,3.1666666666666665,15.0,632206
2882,2015-12-23,2012-06-19,1,1282.0,0.0,0.0,0.0,0.0,15.0,2693579
2884,2016-05-24,2014-03-13,1,803.0,0.0,-15.014539291286459,120.95695758523941,0.6666666666666666,6.0,309900
2892,2016-07-09,1997-01-15,1,7115.0,86.74348896608751,-16.610193259501465,101.6896919899225,0.3333333333333333,6.0,2693579
2896,2014-11-12,2012-04-10,1,946.0,2177.3365326103767,-39.17411255891335,1615.9192721447214,5.5,11.0,4149
2901,2017-04-25,2010-11-15,1,2353.0,0.0,0.0,73.38976361219885,0.0,7.0,112006
2905,2018-03-29,2014-06-16,1,1382.0,0.0,0.0,0.0,0.0,4.0,444490
2908,2017-10-30,2008-10-23,1,3294.0,0.0,-6.0144387292385195,0.487700553131104,0.0,4.0,1435311
2909,2013-03-29,2002-11-15,1,3787.0,0.0,39.51931796917916,214.34748567650323,1.0,6.0,544636
2912,2015-09-21,2010-04-21,1,1979.0,0.0,-1.0685634010791838,12.81089672029018,0.0,1.0,974432
2917,2015-02-23,2009-07-23,1,2041.0,0.0,0.0,0.0,0.0,4.0,348369
2926,2015-11-19,2012-08-08,1,1198.0,0.0,0.0,0.0,0.0,4.0,316913
2931,2017-02-21,1996-03-25,1,7638.0,0.0,-5.387178443193449,767.2312377478844,0.16666666666666666,8.0,178794
2933,2014-01-12,2012-07-03,1,558.0,0.0,-7.56596708984374,4.58940079612732,0.6666666666666666,6.0,62705
2936,2015-07-09,2004-10-05,1,3929.0,0.0,0.6332179641723756,114.96866070127483,0.0,4.0,1582861
2939,2017-11-15,2014-12-02,1,1079.0,0.0,-25.193963790249825,5.306090028595934,0.3333333333333333,16.0,2693579
2945,2014-12-22,2010-12-17,1,1466.0,0.0,-0.223327121663094,1.5431050132989879,0.0,14.0,2693579
2946,2016-09-05,2014-06-30,1,798.0,0.0,0.0,0.0,0.0,4.0,305707
2953,2014-03-19,1969-01-07,1,16507.0,1025.06108598113,334.5668745771884,2131.0444922987717,21.5,3.0,183200
2955,2013-04-11,2011-01-14,1,818.0,0.0,0.0,0.0,0.0,6.0,544636
2956,,2019-08-29,0,1190.0,0.0,0.0,0.0,0.5,3.0,40596
2961,2020-05-08,2011-12-05,1,3077.0,0.0,-0.886392533612252,58.86028145318031,0.0,7.0,969407
2964,2013-08-21,2006-12-04,1,2452.0,0.0,144.5585458437444,440.886385330534,3.8333333333333335,4.0,122048
2967,2013-10-14,2002-04-26,1,4189.0,0.0,-163.07295572912696,6385.7856788503195,0.0,6.0,55518
2969,2014-03-11,2010-10-18,1,1240.0,0.0,17.515894647693628,247.96627662322445,0.0,4.0,27744
2972,2018-04-10,2008-06-02,1,3599.0,0.0,-1.0855820108652119,13.439314567613604,0.0,7.0,124360
2973,,2014-01-01,0,3256.0,0.0,0.0,0.0,0.6666666666666666,5.0,49756
2975,2017-03-04,2013-10-18,1,1233.0,0.0,0.0,0.0,0.0,4.0,488571
2980,2017-07-28,2010-04-03,1,2673.0,0.0,-8.316562880897525,28.358286171197904,0.0,22.0,235551
2983,2016-01-12,2003-04-12,1,4658.0,0.0,-84.42292756099698,7022.181316248034,0.0,4.0,969407
2984,2014-07-02,2011-01-07,1,1272.0,39.78565722191333,0.0,7.71590705516338,0.3333333333333333,14.0,112006
2988,2016-05-04,2015-09-02,1,245.0,0.0,0.0,0.0,0.0,4.0,29963
2999,2016-06-13,2013-10-18,1,969.0,0.0,0.0,0.0,0.0,4.0,974432
3005,2017-04-27,2003-04-02,1,5139.0,0.0,-47.38240750617979,139.2919893417358,0.0,8.0,1061022
3006,2015-02-25,1996-12-23,1,6638.0,0.0,28.240678513240823,221.8927105513094,0.0,1.0,1582861
3010,2014-09-15,2008-04-06,1,2353.0,0.0,0.0,14.16736834335328,0.0,4.0,56351
3012,2013-12-16,1987-10-09,1,9565.0,0.0,8.19200030963422,130.7511171590088,1.3333333333333333,22.0,316913
3024,,2019-02-14,0,1386.0,0.0,0.0,0.0,0.3333333333333333,1.0,1061022
3026,2016-06-09,2004-08-01,1,4330.0,439.03903263491384,-13.579835182499886,371.67690127766116,2.3333333333333335,23.0,328760
3033,2016-01-03,2011-10-01,1,1555.0,0.0,0.0,0.0,0.0,4.0,724221
3037,2014-02-10,2004-09-14,1,3436.0,0.0,3.5489593930006054,19.667373628282544,0.0,10.0,316913
3040,2016-03-05,1995-02-08,1,7696.0,0.0,-98.114725791645,622.836622053552,0.3333333333333333,4.0,969407
3043,2016-10-31,2014-08-09,1,814.0,0.0,0.0,0.0,0.0,18.0,2693579
3044,2013-09-07,2012-06-06,1,458.0,0.0,0.0,0.0,0.0,4.0,2693579
3045,2016-05-09,2013-11-03,1,918.0,1439.8552332497832,19.568246185469622,209.6235219710828,2.1666666666666665,13.0,331012
3048,2013-05-12,2011-07-20,1,662.0,0.0,22.711292912054056,101.93581773073677,0.3333333333333333,14.0,731053
3052,2014-02-06,2000-05-12,1,5018.0,0.0,0.5185251963138686,117.25452010669713,1.6666666666666667,6.0,731053
3057,2014-04-12,2011-03-16,1,1123.0,0.0,-34.962261284208196,103.47049615097043,0.0,4.0,1140078
3058,2013-11-03,2006-05-05,1,2739.0,0.0,0.21612631058693807,211.89363977258222,2.5,30.0,2693579
3059,2015-08-12,2004-07-07,1,4053.0,106.81084218478217,18.39122721984386,51.683508106970784,0.0,26.0,519602
3071,2016-11-10,2014-10-09,1,763.0,0.0,0.0,0.0,0.0,12.0,2693579
3072,,2000-09-18,0,8109.0,0.0,28.713065010786057,440.34354592566496,0.0,5.0,350868
3074,2013-10-28,1986-09-23,1,9897.0,0.0,-48.79703999285701,1384.1066157993578,0.0,4.0,11027
3081,2018-11-15,1994-10-28,1,8784.0,0.0,11.032930763196955,197.98994473803037,1.6666666666666667,21.0,316913
3083,,2006-01-01,0,6178.0,0.0,0.0,0.0,0.6666666666666666,5.0,509413
3086,2014-09-09,1996-03-20,1,6747.0,345.3968559426068,-7.66683987588884,243.5708076704262,1.0,14.0,40079
3088,2014-05-19,2010-10-19,1,1308.0,31.74453999352453,-5.38728159766198,28.098071312928198,0.0,4.0,369704
3095,2014-06-26,1999-01-28,1,5628.0,0.0,-1.23374369544982,7.721018909692762,0.0,4.0,50098
3099,2013-03-20,1993-07-26,1,7177.0,0.0,46.253666232013735,106.42144659309395,0.0,4.0,724221
3100,2015-05-28,2011-01-02,1,1607.0,18.582558974226334,14.954497593641282,34.77278958117962,0.5,11.0,731053
3109,2013-06-27,2010-05-03,1,1151.0,0.0,3.078815828347206,49.4792198744774,0.0,6.0,1507576
3112,2016-12-07,2013-02-27,1,1379.0,0.0,1.974319510030746,17.00402674963474,0.0,4.0,297529
3116,2014-03-25,2014-03-25,1,0.0,810.9441937282276,-53.81494062862382,412.3949469774724,1.6666666666666667,9.0,296571
3122,2014-09-30,2004-11-17,1,3604.0,52.50334492450952,11.102765826559068,47.55929031982424,0.0,14.0,1672497
3123,2015-06-10,2012-04-09,1,1157.0,0.0,29.413845569705977,143.518095688796,0.6666666666666666,11.0,2693579
3131,,2001-01-01,0,8004.0,0.0,0.0,0.0,1.0,14.0,40596
3136,2013-02-09,2010-08-11,1,913.0,95.652843546152,3.5018106724739,15.0097563275814,0.3333333333333333,11.0,144380
3139,2013-12-11,2001-06-04,1,4573.0,0.0,-46.422034932494135,525.4375198107718,6.166666666666667,4.0,2693579
3144,2014-01-30,1998-01-27,1,5847.0,0.0,16.065829583764078,319.1857768418074,0.0,8.0,328760
3146,2014-06-30,2010-06-30,1,1461.0,133.63632285020765,14.012820316314698,38.31998936960688,1.0,6.0,569617
3149,2016-01-21,2016-01-21,1,0.0,0.0,72.58961791076659,144.7530865111828,0.3333333333333333,9.0,520362
3151,2017-01-18,2008-07-01,1,3123.0,92.04821808550734,28.821100451183337,441.82274074752314,0.8333333333333334,9.0,112006
3158,2014-04-15,2008-01-04,1,2293.0,0.0,6.9000423279285386,53.723956273985,0.0,6.0,76190
3164,2017-11-12,2010-06-18,1,2704.0,0.0,0.0,0.0,0.0,4.0,48957
3166,2013-10-31,2011-08-23,1,800.0,0.0,0.0,0.0,0.0,4.0,104527
3169,2013-11-03,2013-11-03,1,0.0,54.0644091740449,8.271520828461655,40.3370181441784,0.5,4.0,166697
3170,2016-06-30,2007-09-11,1,3215.0,29.154368056198,-21.54161344487668,59.6166881818056,0.0,33.0,316913
3175,2018-09-25,2010-11-23,1,2863.0,0.0,0.47166731851101956,15.76432210416794,0.0,7.0,1507576
3177,2013-10-14,2011-05-16,1,882.0,0.0,-5.47762084441186,6.347105413365361,0.0,3.0,236031
3180,2013-05-17,2007-04-06,1,2233.0,0.0,-13.430157250785843,603.218080154181,0.5,12.0,46874
3194,2015-09-02,1989-12-27,1,9380.0,0.0,-7.354710489749903,439.4124439052106,7.833333333333333,4.0,239881
3197,2013-11-06,1985-12-30,1,10173.0,0.0,4.9762846373557945,243.51035327916134,0.0,4.0,305707
3199,2015-06-11,2012-05-09,1,1128.0,0.0,0.0,0.0,0.0,6.0,2693579
3208,2014-12-05,2014-12-05,1,0.0,0.0,0.0,0.0,0.0,4.0,316913
3210,2015-03-30,1984-11-05,1,11102.0,0.0,9.644098776173601,198.40237851998808,0.0,1.0,719969
3213,,2017-10-12,0,1876.0,0.0,0.0,80.69210539650908,0.3333333333333333,3.0,616660
3215,2015-03-03,2005-08-24,1,3478.0,0.0,11.52903108887673,372.0879065121412,0.0,1.0,974432
3217,2015-06-15,1991-02-04,1,8897.0,829.7967307160901,-40.83228835444446,336.92435012745864,12.166666666666666,37.0,205941
3223,,2012-01-01,0,3987.0,0.0,0.0,0.0,0.3333333333333333,1.0,116727
3226,2014-10-04,1988-05-18,1,9635.0,125.02609128236766,6.495325201416017,480.430429488611,2.3333333333333335,20.0,509413
3227,2015-12-28,1997-05-21,1,6795.0,608.525862774332,143.2360815047024,909.054912756824,4.166666666666667,11.0,138951
3228,2014-10-23,2012-08-22,1,792.0,0.0,0.0,0.0,0.0,4.0,683825
3230,2014-11-20,2011-08-31,1,1177.0,0.0,-37.680035538816476,233.58652731685643,1.3333333333333333,14.0,316913
3233,2014-06-05,2010-09-15,1,1359.0,0.0,-19.04187589917184,32.5824882575512,0.0,4.0,1355224
3235,2015-01-21,2006-06-30,1,3127.0,0.0,23.240941220688818,928.143214868426,2.1666666666666665,6.0,150908
3236,2013-06-24,1968-01-01,1,16611.0,0.0,-63.14900445764074,1867.6457367756818,14.833333333333334,9.0,31608
3240,2017-06-09,2007-04-20,1,3703.0,0.0,-20.52051489145756,72.8175845615865,0.0,5.0,2693579
3241,2015-02-24,2010-08-12,1,1657.0,0.0,14.48240992267132,72.15904534528241,0.0,1.0,384712
3242,2019-11-09,2007-06-03,1,4542.0,0.0,-28.63740620188712,442.9868618318318,5.666666666666667,19.0,509413
3251,2015-04-20,1992-05-03,1,8387.0,159.35409526942166,-2.206279623818396,72.44138167879578,0.0,4.0,113831
3255,2013-06-17,2000-07-04,1,4731.0,0.0,-23.73975866508476,101.4078210682631,3.0,87.0,2693579
3263,2018-04-25,2011-07-14,1,2477.0,0.0,3.9323203775405786,162.897766717267,1.3333333333333333,4.0,1355224
3267,2013-09-09,1986-05-28,1,9966.0,0.0,20.79278153193,42.57388832714547,0.0,4.0,354654
3269,2015-02-26,2015-02-26,1,0.0,0.0,2.5586994376421037,175.28037819008836,0.0,1.0,116791
3274,2017-04-25,2013-08-02,1,1362.0,0.0,0.0,0.0,0.0,7.0,316913
3275,2018-01-22,2010-12-10,1,2600.0,105.62706706285483,7.726466937255852,118.43593076193311,1.3333333333333333,37.0,115763
3277,2013-04-11,2007-01-29,1,2264.0,253.34379695419486,14.84623292741776,202.6778765365362,2.3333333333333335,26.0,976561
3280,2014-09-22,2011-08-06,1,1143.0,0.0,0.0,0.0,0.0,8.0,2693579
3281,2013-12-23,1996-10-14,1,6279.0,0.0,0.6972762749195104,34.11464022755622,0.0,4.0,824316
3283,2013-05-23,2013-05-23,1,0.0,0.0,0.0,0.0,0.0,8.0,81186
3285,2015-04-21,1998-03-13,1,6248.0,0.0,9.447195540523527,239.11796516087043,4.5,14.0,221505
3287,2015-06-15,2013-02-12,1,853.0,0.0,0.0,0.0,0.0,4.0,583323
3290,2015-01-26,2011-02-05,1,1451.0,0.0,0.0,0.0,0.0,6.0,316913
3295,2018-10-23,2014-11-20,1,1433.0,0.0,0.0,0.0,0.0,7.0,40596
3297,,2009-02-09,0,5043.0,0.0,0.0,0.0,0.0,9.0,552924
3308,2011-03-01,2011-03-01,1,0.0,0.0,-111.9127206633805,998.3226375789412,12.333333333333334,6.0,11435
3311,2016-10-18,1987-09-02,1,10639.0,0.0,31.9867414084196,156.82464070160398,0.0,4.0,67281
3318,2015-08-26,2007-11-23,1,2833.0,0.0,4.0111481345892,467.25297601218216,0.3333333333333333,11.0,189263
3321,2013-04-03,2009-11-24,1,1226.0,0.0,0.0,0.0,0.0,10.0,354654
3328,2015-05-28,2005-02-05,1,3764.0,0.0,3.5079230955600678,76.5958876648188,4.333333333333333,26.0,2693579
3329,2013-02-09,2004-10-02,1,3052.0,0.0,47.53723821110714,690.5252469413996,0.0,4.0,361649
3332,2016-01-29,2000-12-22,1,5516.0,0.0,14.28175079505444,180.73813586611752,0.0,5.0,2693579
3339,2015-02-04,2002-10-15,1,4495.0,0.0,0.29693676595687996,7.1531276578903205,0.0,11.0,134241
3340,2016-03-03,2007-05-07,1,3223.0,0.0,-0.999903808522226,47.75075022346972,0.0,4.0,148058
3343,2015-03-02,1994-09-16,1,7472.0,48.07945021212114,7.261198602151876,65.56538782992365,0.0,4.0,1672497
3348,2014-01-23,2005-06-17,1,3142.0,47.768247075637156,9.288245055341735,31.33611244964598,0.0,4.0,29029
3352,2013-03-07,2008-03-14,1,1819.0,0.0,68.74055335803021,133.37135164005747,1.5,4.0,78528
3360,2016-02-22,2007-07-20,1,3139.0,0.0,2.10592199277878,13.18395807039738,0.0,1.0,325524
3364,2016-05-12,2013-08-02,1,1014.0,0.0,0.0,0.0,0.0,13.0,2693579
3368,2014-09-15,2011-07-25,1,1148.0,0.0,0.0,0.0,0.0,8.0,974432
3371,2016-08-12,2013-01-14,1,1306.0,0.0,-48.02490679314131,106.5144997040034,1.3333333333333333,11.0,169057
3379,2014-02-06,2011-12-19,1,780.0,0.0,5.330214255475916,362.826765972066,0.3333333333333333,12.0,20750
3397,2016-03-11,2014-01-09,1,792.0,0.0,0.0,0.0,0.0,4.0,969407
3401,2013-12-23,1984-03-02,1,10888.0,970.9461960677299,18.55766973829268,721.20694437971,8.0,50.0,77920
3403,,2014-01-01,0,3256.0,0.0,0.0,0.0,1.0,1.0,56754
3404,2016-11-02,2007-10-24,1,3297.0,0.0,-66.57946478075984,408.386129427266,6.333333333333333,14.0,148058
3407,2016-07-14,2012-10-02,1,1381.0,13.464476519227034,-1.273220954537392,4.53688867800236,0.0,10.0,1055353
3419,2016-01-02,2009-12-08,1,2216.0,0.0,6.334730370545382,28.8568542505026,0.0,22.0,239881
3420,,2022-07-18,0,136.0,0.0,0.0,0.0,0.3333333333333333,1.0,41444
3428,2016-10-31,2012-10-05,1,1487.0,0.0,0.0,0.0,0.0,4.0,1061022
3429,2017-11-27,2011-12-09,1,2180.0,0.0,0.0,0.0,0.0,4.0,35304
3432,2013-09-09,1990-10-01,1,8379.0,0.0,26.60143938279152,1023.2671834258794,8.5,14.0,236031
3433,2022-05-09,1946-11-25,1,27559.0,0.0,-4.5963184810638404,45.14056854510302,0.0,7.0,189263
3443,2013-09-12,2010-01-07,1,1344.0,0.0,-41.40996145224562,9.92784760990142,1.8333333333333333,8.0,38836
3445,2016-02-15,2012-08-03,1,1291.0,0.0,19.6560413012743,443.70139008367124,3.6666666666666665,10.0,72035
3454,2017-06-02,2013-07-08,1,1425.0,0.0,1.035908863592147,15.464220668864261,0.0,7.0,166697
3455,2015-05-01,1988-03-17,1,9906.0,0.0,23.899583540320396,954.0845618364099,3.0,15.0,183200
3459,2016-09-14,2004-12-31,1,4275.0,23.67462743655842,9.033151092004772,43.349692699360844,0.0,8.0,160362
3470,2017-01-26,1991-05-21,1,9382.0,0.0,7.861866596984998,4467.29174326508,23.5,7.0,488571
3475,2011-06-28,2011-06-28,1,0.0,0.0,29.728924068451,200.47456453847798,0.6666666666666666,16.0,1582861
3477,2016-12-13,2003-10-06,1,4817.0,0.0,-0.8615394462347024,48.00238473265172,0.0,7.0,200820
3479,2014-10-06,2002-06-14,1,4497.0,0.0,36.338328614258764,118.32509111809755,1.5,4.0,2693579
3484,2015-12-03,2011-03-02,1,1737.0,0.0,-0.3846940667390957,20.48649721255302,0.0,10.0,2693579
3485,2014-04-12,1979-10-12,1,12601.0,0.0,0.0,0.0,0.0,4.0,488571
3489,2015-03-16,2008-11-02,1,2325.0,0.0,14.055283504509926,67.76836632516384,0.0,7.0,2693579
3509,2016-09-15,2012-05-04,1,1595.0,0.0,0.0,0.0,0.0,18.0,316913
3514,2022-03-10,1998-08-10,1,8613.0,360.1121566295617,-198.76369614601143,1559.828272962568,4.666666666666667,25.0,1440632
3515,2015-12-23,1990-01-08,1,9480.0,0.0,-11.563117213368415,110.9687636730433,2.1666666666666665,6.0,79770
3518,2014-11-18,1983-07-01,1,11463.0,61.52359602435433,13.180382328724871,94.50842605381017,0.0,50.0,135436
3523,2015-01-19,2012-02-27,1,1057.0,104.9015167760055,-13.411324325680738,14.733954685187339,1.3333333333333333,6.0,632206
3524,2014-12-05,2006-09-20,1,2998.0,10.580625985463467,9.544480884194375,54.47041507840159,0.0,8.0,110214
3525,2016-11-28,2000-12-14,1,5828.0,0.0,3.1565279042482297,13.599539537143707,0.0,4.0,325524
3530,2015-08-27,2014-06-05,1,448.0,0.0,0.0,0.0,0.0,8.0,31136
3537,2014-10-27,2001-07-25,1,4842.0,14.298349406083418,1.088971866869926,22.27969719514848,0.0,4.0,10038
3544,2015-12-21,2013-05-07,1,958.0,0.0,0.0247676522254944,11.12237559008598,0.0,4.0,178794
3553,,2020-12-01,0,730.0,0.0,0.0,0.0,0.6666666666666666,5.0,41444
3558,2014-12-08,2014-12-08,1,0.0,223.85009340922,-1.7287031522273821,628.4977194794894,1.5,4.0,520362
3561,2014-01-10,2014-01-10,1,0.0,0.0,1.71313062903881,9.03249290599822,0.0,6.0,183200
3562,2015-12-03,2012-03-19,1,1354.0,0.0,7.696477394580832,27.849902961015697,0.0,1.0,40090
3565,,2019-04-19,0,1322.0,0.0,0.0,0.0,0.5,3.0,544636
3598,2016-04-14,2001-01-22,1,5561.0,0.0,0.0,228.59029192574022,2.0,4.0,316913
3601,2016-08-03,2014-10-07,1,666.0,0.0,-3.6570945306540183,553.4291936016558,0.0,4.0,969407
3602,2015-03-31,2007-09-26,1,2743.0,0.0,6.115591507720957,127.58153268954757,0.0,10.0,509413
3609,2015-04-20,2009-05-19,1,2162.0,0.0,-44.14145781624318,73.83171747598647,0.0,6.0,974432
3619,2013-04-25,2009-05-05,1,1451.0,0.0,0.0,0.0,0.0,8.0,2693579
3627,2016-10-05,2011-06-12,1,1942.0,0.0,0.0,0.0,0.0,4.0,459077
3629,2013-02-10,2007-11-29,1,1900.0,18.604873903910335,11.898654747962956,37.9033100880862,0.8333333333333334,10.0,278208
3631,2016-11-14,1992-12-05,1,8745.0,0.0,0.0,1.689956264972686,0.0,7.0,2693579
3649,2016-12-12,2010-07-26,1,2331.0,0.0,22.328591181540492,31.40317094724182,0.0,3.0,316913
3652,2015-09-03,1999-12-29,1,5727.0,0.0,-21.00731891939642,12.655421027350446,0.3333333333333333,1.0,245636
3654,2015-05-19,2007-01-18,1,3043.0,0.0,-2.8171655002594043,17.94512228450776,0.0,1.0,316913
3655,2013-07-30,2009-09-23,1,1406.0,0.0,0.0,0.0,0.0,6.0,116791
3657,2013-07-05,2011-12-22,1,561.0,0.0,0.0,0.0,0.0,4.0,235551
