index,bankruptcy,active,bankruptcy_indicator,time_to_event,mean_operating_revenue,mean_cash_flow,mean_total_assets,mean_n_employees,n_legal_events,peer_group_size
1,2022-06-21,1995-12-23,1,9677.0,0.0,-16.84925621781349,772.3531619965067,0.0,1.0,200820
8,,2010-06-08,0,4559.0,0.0,0.0,0.0,0.8333333333333334,3.0,731053
19,2014-10-21,2007-02-04,1,2816.0,0.0,16.11526082720757,130.62216936130528,1.5,1.0,773
33,2015-03-23,1993-04-15,1,8012.0,0.0,2.17811012947559,35.582059463453284,0.0,4.0,2693579
36,,2021-12-29,0,337.0,0.0,0.0,0.0,0.3333333333333333,3.0,583323
38,2017-02-16,2011-03-11,1,2169.0,0.0,26.641313255429203,30.9278002160788,0.0,7.0,162940
48,2012-02-14,2006-06-15,1,2070.0,0.0,25.239103104567523,872.3501599308723,0.0,20.0,7643
53,2015-06-26,1996-11-26,1,6786.0,0.0,-18.858091671895977,75.80527014510638,0.0,4.0,509413
64,2013-09-16,2009-08-25,1,1483.0,109.71214414177332,-153.3132967278004,404.769199661684,0.6666666666666666,4.0,45900
66,,2020-04-27,0,948.0,0.0,0.0,0.0,0.3333333333333333,1.0,1582861
68,2016-10-31,2009-06-03,1,2707.0,538.601310921808,5.381894992661481,388.44032202768346,2.3333333333333335,22.0,86733
69,2016-04-10,2011-07-07,1,1739.0,394.96239760744584,-6.127140705466282,160.64000176513196,3.1666666666666665,14.0,12337
77,2019-11-28,2008-07-15,1,4153.0,0.0,0.0,0.10341521315574646,0.0,7.0,297529
79,2018-02-10,2011-04-10,1,2498.0,0.0,-0.1819223250627518,0.323733753418922,0.0,7.0,179128
84,2014-02-24,1984-12-18,1,10660.0,0.0,127.59818674519074,1846.4965980074885,7.666666666666667,4.0,172344
85,2015-06-29,2014-03-27,1,459.0,0.0,-285.38544693450956,4635.104252279806,9.166666666666666,15.0,93870
100,2015-08-19,2015-08-19,1,0.0,0.0,0.0,0.0,0.0,10.0,2693579
110,2015-10-22,2015-10-22,1,0.0,0.0,-16.630210278534893,84.83316616063121,0.5,8.0,255582
112,2014-02-25,2004-12-31,1,3343.0,0.0,0.0,3.1724211435556477,0.0,4.0,1355224
122,2018-04-30,1994-07-12,1,8693.0,0.0,3.2718114392996,91.05530382580756,6.166666666666667,6.0,889191
130,2014-09-18,2003-12-23,1,3922.0,0.0,62.08647869997026,443.72456890652177,0.0,4.0,309900
131,2015-05-01,2004-04-14,1,4034.0,0.0,-23.697370921015768,709.5941395426978,0.0,4.0,719969
149,2016-06-16,2005-03-15,1,4111.0,55.126389323691505,19.23803879163264,186.59663557748794,0.16666666666666666,4.0,183200
150,,2022-06-07,0,177.0,0.0,0.0,0.0,0.0,1.0,836403
153,2015-06-08,2014-05-02,1,402.0,86.52449800912534,-0.92320209569931,9.103811933708199,1.6666666666666667,4.0,632206
156,2016-01-13,2010-12-28,1,1842.0,0.0,15.86219586558344,77.36837204129692,0.0,4.0,316913
159,2016-05-31,2016-05-31,1,0.0,0.0,26.1657586368084,457.78630380337233,0.0,7.0,160362
162,2020-12-16,2011-02-24,1,3583.0,0.0,-35.53616049144269,228.73340935297,3.0,37.0,459077
165,2016-01-21,1990-11-22,1,9191.0,0.0,3.9461093948364203,194.02206275615688,0.0,10.0,277680
173,2017-01-23,2009-10-12,1,2660.0,0.0,-0.070588237953186,10.020632834291447,0.0,4.0,189297
176,2013-12-18,2008-05-16,1,2042.0,0.0,-2.9831610425949022,56.14756203489294,0.0,4.0,669825
187,2016-11-10,2006-08-28,1,3727.0,0.0,17.302255724883082,620.2151760174033,6.333333333333333,4.0,683825
189,2014-10-23,2011-01-14,1,1378.0,0.0,0.0,0.0,0.0,8.0,239881
192,2013-04-11,2000-02-25,1,4794.0,0.0,57.823591631769986,3080.816881950332,11.333333333333334,28.0,106329
206,2016-08-31,2008-03-20,1,3086.0,0.0,2.033797191572199,2355.8384423489315,0.0,4.0,54329
208,2014-07-29,1997-03-28,1,6332.0,0.0,6.2814033364296,40.50707413077356,0.0,15.0,316913
209,2019-07-30,2002-08-02,1,6206.0,0.0,30.366621561527246,200.49912253713617,0.0,5.0,234354
211,2014-10-06,2007-06-06,1,2679.0,0.0,7.6281545338153744,45.90770173418518,0.0,12.0,731053
220,2014-04-11,2010-08-20,1,1330.0,0.0,8.977585881113999,65.6960552889108,0.3333333333333333,15.0,1355224
225,2017-10-24,2012-12-28,1,1761.0,0.0,0.0,0.0,0.0,7.0,181540
229,2019-05-04,2006-05-15,1,4737.0,0.0,-11.256556197357156,262.160800412321,3.5,19.0,93320
234,2016-05-23,2012-05-31,1,1453.0,0.0,0.0,0.0,0.0,12.0,2693579
241,2014-04-29,2014-04-29,1,0.0,0.0,216.67570949544898,5767.643688090786,9.666666666666666,7.0,75719
252,2015-06-10,2008-09-12,1,2462.0,0.0,-3.059204110026356,11.5725927400589,0.0,6.0,316913
253,2015-09-14,1990-08-22,1,9154.0,362.08361823016395,12.54092760632033,144.34957469079478,1.8333333333333333,5.0,110214
257,2016-06-28,2006-06-04,1,3677.0,1348.8906388754847,36.43402048797608,202.19821438202862,0.0,4.0,77920
262,2015-06-29,2012-11-30,1,941.0,0.0,0.0,0.0,0.0,12.0,183200
265,2017-01-26,2006-10-17,1,3754.0,34.59776585855084,5.1860617595672664,34.024107042527206,0.6666666666666666,8.0,731053
282,2016-11-17,2011-05-27,1,2001.0,0.0,0.0,0.0,0.0,14.0,2693579
284,2013-06-17,2007-12-04,1,2022.0,71.98629528685427,6.4387950185537335,82.14451361606118,1.0,22.0,105295
287,,2015-04-27,0,2775.0,0.0,0.0,0.0,0.5,3.0,1582861
293,,2005-05-27,0,6397.0,0.0,0.0,254.324977004528,0.0,10.0,257566
302,2014-09-12,2007-01-17,1,2795.0,0.0,7.43269232416152,13.22577242479324,0.0,4.0,316913
307,2013-09-23,2004-02-04,1,3519.0,0.0,0.0,40.2693931085348,0.0,4.0,104527
308,2014-06-08,1999-03-17,1,5562.0,0.0,-4.325436181116092,182.3159662888526,4.166666666666667,14.0,1507576
310,2014-09-24,1990-02-05,1,8997.0,0.0,25.15426333949566,175.93401153142437,2.0,10.0,8985
311,2016-09-08,2002-02-18,1,5316.0,0.0,5.819548509526255,33.04972702884674,0.0,4.0,72035
312,2016-01-14,2011-05-16,1,1704.0,54.442400256037665,0.550981420326232,8.8988249222517,0.0,4.0,519602
313,2014-05-20,2005-04-07,1,3330.0,66.9469445175925,-1.227348757338524,45.07418861358165,1.1666666666666667,4.0,2693579
315,2015-08-06,1991-06-19,1,8814.0,0.0,-39.03470014050005,185.0456525362968,2.0,32.0,118265
316,2017-01-16,1992-09-06,1,8898.0,0.0,11.915838466334353,54.176221589756,0.0,4.0,719969
319,2016-11-22,2013-04-30,1,1302.0,0.0,0.0,0.0,0.0,4.0,277680
321,2014-04-17,2007-08-08,1,2444.0,0.0,0.0,1.658594709777832,0.0,6.0,316913
328,2019-03-25,1980-12-30,1,13964.0,0.0,18.86265042598252,415.0466442823887,0.0,9.0,1355224
331,,2017-11-10,0,1847.0,0.0,0.0,0.0,0.3333333333333333,1.0,434685
333,2015-12-22,2006-04-01,1,3552.0,0.0,15.117690140533465,51.89648759143351,0.0,4.0,1507576
334,2013-10-10,2004-02-23,1,3517.0,0.0,37.18210012590888,150.3386310155154,0.8333333333333334,7.0,488571
335,2016-04-25,2010-02-11,1,2265.0,2035.1876413051298,-279.9228184551478,835.3972236480935,7.166666666666667,4.0,52829
340,2016-05-09,2006-09-19,1,3520.0,50.50930827061333,1.7774312478065402,49.59417313263418,0.0,24.0,254003
357,,2021-03-16,0,625.0,0.0,0.0,0.0,0.5,3.0,724221
358,2018-03-12,2010-04-20,1,2883.0,0.0,0.0,0.0,0.0,4.0,2693579
368,2015-01-22,2008-05-19,1,2439.0,0.0,98.55898599216945,227.91777562382222,1.6666666666666667,4.0,46135
374,2017-06-06,2014-10-02,1,978.0,0.0,0.0,0.0,0.0,4.0,731053
377,2014-02-26,2012-02-07,1,750.0,0.0,0.0,0.0,0.0,4.0,316913
380,2016-02-22,2001-07-19,1,5331.0,252.83848381994164,-4.072417407965657,79.68415202963345,0.5,8.0,1672497
391,2014-03-03,2005-08-17,1,3120.0,0.0,0.09157381486892699,11.178768828105925,0.0,10.0,316913
401,2017-06-04,2010-07-13,1,2518.0,16928.299894706015,-223.75352472803561,15402.383684649578,84.83333333333333,13.0,527
404,2016-04-21,2012-05-31,1,1421.0,0.0,0.0,0.0,0.0,4.0,552924
414,2021-05-01,2005-03-03,1,5903.0,0.0,-24.37602349691384,610.2535236223938,3.1666666666666665,15.0,361649
427,2015-04-20,2008-12-23,1,2309.0,0.0,6.49065565989018,78.08707687308784,0.0,7.0,731053
432,2015-12-05,2009-09-24,1,2263.0,53.17065963427233,9.71121499266624,36.34811030721664,0.3333333333333333,8.0,94677
436,2016-02-23,2011-12-12,1,1534.0,0.0,5.52116104285718,21.624965227842402,0.0,6.0,731053
438,2013-10-22,2009-07-12,1,1563.0,0.0,0.0,0.0,0.0,1.0,52175
440,2014-03-03,2006-02-24,1,2929.0,0.0,22.224052765321762,71.37619717764848,0.0,4.0,731053
443,2015-10-12,2011-11-03,1,1439.0,0.0,-1.711988123488426,21.68266405460836,0.0,4.0,93870
451,2013-10-14,2003-01-10,1,3930.0,0.0,7.115017660260196,16.022475794911408,0.3333333333333333,22.0,509413
459,2018-05-02,2013-05-07,1,1821.0,0.0,0.0,0.0,0.0,1.0,731053
464,2015-11-17,2012-08-30,1,1174.0,0.0,50.0980649306774,116.04923558712001,0.0,4.0,1582861
465,2015-05-18,2011-07-12,1,1406.0,0.0,0.0,0.0,0.0,4.0,354654
467,2013-06-24,2010-06-14,1,1106.0,47.41092089080817,20.9933096923828,709.8260600226645,0.5,23.0,56603
469,,2022-02-08,0,296.0,0.0,0.0,0.0,0.3333333333333333,1.0,1582861
471,2016-01-14,1997-03-12,1,6882.0,0.0,21.501356299233453,1297.8589000230309,1.8333333333333333,9.0,202774
473,2014-05-27,2011-06-07,1,1085.0,0.0,0.0,0.0,0.0,11.0,2693579
474,2014-09-12,2006-07-25,1,2971.0,0.0,37.43285833730696,297.40068226556775,0.0,1.0,200820
475,2013-10-14,2008-08-18,1,1883.0,250.06697097726666,0.0,498.74504996960206,0.0,4.0,616660
491,2014-03-11,2009-11-26,1,1566.0,0.0,-0.40912202780246804,7.255344808483119,0.0,4.0,1507576
493,2013-09-07,2007-12-21,1,2087.0,0.0,-25.850732998180394,106.81424868259424,0.0,4.0,509413
494,2014-05-15,2006-03-15,1,2983.0,0.0,62.67696506450176,271.4097830111265,3.8333333333333335,4.0,1507576
499,2014-07-22,2010-10-19,1,1372.0,0.0,-1.975874511694908,216.46993232560197,1.0,12.0,183200
500,2015-09-15,2006-11-12,1,3229.0,0.0,0.8694848181009277,23.76149728105068,0.0,4.0,25635
507,2013-06-27,2003-10-21,1,3537.0,0.0,38.34615519309044,262.2595927332162,1.6666666666666667,24.0,205941
508,2016-11-07,2010-02-11,1,2461.0,266.4089028416275,-9.480636129665374,20.81240411143303,8.166666666666666,1.0,354654
510,2014-03-27,1994-05-07,1,7264.0,0.0,15.78527508151532,155.79761922438138,0.5,55.0,77186
514,2014-01-13,2005-02-02,1,3267.0,0.0,23.04631347117424,123.27432907330979,1.3333333333333333,6.0,183200
517,2010-07-13,2010-07-13,1,0.0,177.8276331481933,10.619410349464399,745.618068866062,1.5,20.0,459077
518,2016-04-01,1997-02-28,1,6972.0,0.0,1750.2296258545618,2973.4939349800347,3.0,14.0,110952
519,2015-03-17,2008-11-24,1,2304.0,19.346544689436833,21.160389890384682,337.05328811612117,0.0,1.0,234354
523,2014-09-12,2010-10-25,1,1418.0,0.0,0.792384294939042,520.061065998912,0.0,4.0,552924
528,2015-02-11,2003-05-26,1,4279.0,21.935627076625835,4.993829858160018,61.15847102386952,0.8333333333333334,4.0,1435311
537,2016-12-05,1997-03-17,1,7203.0,0.0,0.9803599271059064,80.282633937931,0.0,10.0,161283
539,2015-10-02,2004-06-09,1,4132.0,51.73409743090466,17.811580808663358,129.6449618373394,0.8333333333333334,8.0,2693579
550,2015-07-12,2012-12-01,1,953.0,43.24839115573966,11.16014927341938,55.6933552401542,0.0,8.0,183200
552,2015-06-01,2013-08-13,1,657.0,0.0,-3.4048172815322757,29.41849000492096,0.16666666666666666,4.0,56202
560,2013-06-06,2006-02-10,1,2673.0,0.0,3.2418979306936153,117.14615254118453,1.3333333333333333,6.0,316913
565,2015-12-02,2015-12-02,1,0.0,0.0,-13.517243909239761,9.894288622450821,0.5,8.0,361649
571,2015-02-06,1987-11-13,1,9947.0,0.0,-29.488800004029315,183.45690055959227,3.3333333333333335,14.0,183200
574,2014-01-27,2010-12-11,1,1143.0,0.0,-2.77567405209542,18.9702910311222,0.16666666666666666,14.0,2693579
581,2016-12-13,2009-04-02,1,2812.0,50.15306111613901,-5.967491665148719,72.05844401903151,0.0,6.0,53297
589,2014-07-08,1987-09-11,1,9797.0,0.0,14.149504594278321,112.70288869485856,0.0,4.0,1435311
597,2014-10-13,2011-10-02,1,1107.0,8.838630174279201,-5.66650519473552,7.2688708231687595,0.3333333333333333,12.0,151370
598,2014-05-27,2012-02-04,1,843.0,0.0,0.0,0.0,0.0,7.0,160362
600,2014-10-27,2000-07-27,1,5205.0,0.0,28.23177044043541,219.04913568832882,1.3333333333333333,18.0,178794
606,2014-11-24,1993-06-23,1,7824.0,0.0,27.04684026732445,714.4321956380605,8.166666666666666,10.0,162481
607,2015-03-12,1997-07-04,1,6460.0,0.0,23.75202135591504,1755.9073124863633,0.0,8.0,969407
610,2013-08-29,2010-09-04,1,1090.0,0.0,0.0,0.0,0.0,4.0,162744
611,2014-02-12,1992-12-30,1,7714.0,0.0,21.313305561852484,340.6694236947058,7.833333333333333,6.0,2693579
618,2013-03-28,2012-06-28,1,273.0,413.7609045772355,-11.9566108070612,93.41810292971124,3.1666666666666665,26.0,976561
624,2015-05-03,2015-05-03,1,0.0,0.0,11.736764990592002,44.04411780638694,0.8333333333333334,4.0,96576
626,2016-07-28,1990-04-18,1,9598.0,0.0,0.29705621500015056,135.23154024870382,0.3333333333333333,16.0,134241
631,2014-09-22,1994-08-04,1,7354.0,0.0,-2.90224869701863,107.8939150209188,0.0,4.0,123467
634,,2014-02-24,0,3202.0,0.0,0.0,0.0,2.0,3.0,116813
637,2017-06-20,1978-03-15,1,14342.0,0.0,28.27335998418331,437.50326753544795,0.0,11.0,30351
638,2014-01-10,2014-01-10,1,0.0,0.0,0.0,3.2835981995344206,0.0,4.0,1582861
642,2014-12-16,2008-11-17,1,2220.0,0.0,0.0,6.4694994688034,0.0,6.0,126234
648,,2017-08-18,0,1931.0,0.0,0.0,0.0,0.3333333333333333,1.0,21871
649,2015-10-22,2015-10-22,1,0.0,0.0,6.203348163938516,188.304231590724,2.6666666666666665,21.0,239881
651,2015-03-02,1997-01-04,1,6631.0,19.3879642805655,-8.74061222198009,92.30736390523919,0.0,4.0,969407
659,2016-07-26,1995-03-07,1,7812.0,0.0,90.6710487043619,662.9933183630941,0.0,9.0,520362
662,2015-04-20,2012-12-17,1,854.0,0.0,0.0,0.0,0.0,10.0,316913
663,2017-09-15,1995-09-27,1,8024.0,0.0,0.0,0.0,0.0,10.0,56439
664,,2019-07-02,0,1248.0,0.0,0.0,0.0,0.3333333333333333,1.0,348369
665,2015-09-17,1997-02-20,1,6783.0,0.0,2.0134442354679103,48.86076146292686,0.0,14.0,255582
667,2014-03-06,2010-08-09,1,1305.0,0.0,0.8428463907957079,5.38339989798068,0.0,4.0,156263
670,2016-11-10,2005-03-16,1,4257.0,0.0,3.2654489003181455,11.738642504668224,0.0,12.0,78528
671,,2016-05-25,0,2381.0,0.0,0.0,0.0,0.5,3.0,21871
675,2018-02-10,2012-09-13,1,1976.0,0.0,0.0,1.9859039497375481,0.3333333333333333,9.0,316913
677,2019-07-15,2013-05-09,1,2258.0,0.0,0.0,0.828767019987106,0.0,1.0,316913
679,2013-07-23,1975-12-30,1,13720.0,47.884238079190254,-4.6635970356941225,4.79115285656452,1.0,4.0,1046071
689,2013-06-17,1992-12-23,1,7481.0,0.0,2.282817865324021,35.14011880562308,0.0,22.0,434685
690,2014-06-02,2004-12-02,1,3469.0,0.0,1.4242970470190386,534.2190081164363,0.0,4.0,272593
691,2014-10-23,2011-10-08,1,1111.0,0.0,0.0,0.0,0.0,4.0,183200
701,2017-09-02,2012-01-10,1,2062.0,3.677599906921383,-8.762872650384901,2563.205555088092,1.0,7.0,552924
709,2015-01-28,2010-01-10,1,1844.0,0.0,0.0,0.0,0.0,8.0,974432
710,2016-10-11,1990-11-10,1,9467.0,0.0,-2.542877975273134,8.022690338969232,0.0,4.0,316913
723,2014-09-01,2008-01-10,1,2426.0,0.0,-4.68482550609111,41.40922886123662,0.0,6.0,94604
731,2014-02-20,2011-02-05,1,1111.0,0.0,0.0,0.0,0.0,6.0,166697
738,2015-01-10,1995-10-16,1,7026.0,0.0,-3657.676354726985,1072.3163648511172,0.0,9.0,205941
742,2013-07-18,2006-06-03,1,2602.0,0.0,0.0,0.0,0.0,18.0,361649
747,2015-03-07,2009-10-21,1,1963.0,0.0,-6.28796024141311,11.718389923906338,0.0,4.0,89028
757,2014-04-22,2010-09-15,1,1315.0,0.0,0.0,0.0,0.0,12.0,167594
763,2015-02-03,1997-07-17,1,6410.0,0.0,13.543493578290931,64.45077898135185,0.0,4.0,123989
764,2013-07-30,2009-06-02,1,1519.0,0.0,0.0,0.0,0.0,4.0,444490
774,2014-03-11,2008-06-11,1,2099.0,371.07530167605483,7.850122194170955,60.808768072724185,1.1666666666666667,14.0,14217
777,2016-08-09,1975-12-30,1,14833.0,0.0,33.78379905884264,108.73942919914737,13.833333333333334,8.0,93320
786,2015-02-26,2015-02-26,1,0.0,0.0,-0.331292321538926,5.39309974877833,0.0,1.0,121841
787,2016-07-06,2011-03-21,1,1934.0,0.0,51.59156260714534,492.57263317732816,0.0,4.0,488571
789,2016-09-13,2012-09-18,1,1456.0,0.0,0.0,3.43892367296218,0.0,4.0,93234
791,2013-04-30,2008-06-11,1,1784.0,0.0,-6.720766054964068,6.577621398019781,0.0,4.0,40596
795,2016-07-07,2007-08-08,1,3256.0,0.0,113.31135847258561,658.8346219510556,6.833333333333333,42.0,731053
796,2018-01-18,2013-10-07,1,1564.0,0.0,-5.6696069785595,1.6834718909740443,0.0,7.0,1672497
800,2016-05-23,2008-01-23,1,3043.0,0.0,3.657007681441302,269.93520585658564,0.0,20.0,2693579
806,2014-04-12,1995-11-27,1,6711.0,0.0,3.8347365008830954,52.21510069644451,4.833333333333333,4.0,2693579
818,,2012-07-01,0,3805.0,0.0,0.0,0.0,0.5,1.0,506128
820,2014-03-11,2001-03-13,1,4746.0,0.0,-3.4024703030824504,45.51057379305364,0.0,6.0,183200
826,2013-10-06,1999-07-10,1,5202.0,0.0,-12.317730230069145,202.73070237610358,1.6666666666666667,1.0,148058
831,2015-02-04,2009-12-15,1,1877.0,257.22273821540665,-4.149857305550569,73.41560991714002,3.3333333333333335,11.0,1140078
832,2013-12-30,2009-09-10,1,1572.0,0.0,-4.470470833706864,256.2763282164812,0.0,8.0,107058
847,2014-03-03,2010-12-05,1,1184.0,0.0,0.0,0.0,0.0,4.0,40596
853,2015-12-21,1995-09-26,1,7391.0,0.0,-7.298471485567093,121.5915209205388,0.0,6.0,488571
856,2013-03-21,1968-01-01,1,16516.0,0.0,22.720540642714507,447.1758424537421,0.8333333333333334,1.0,298184
858,2014-02-17,1992-07-09,1,7893.0,0.0,0.0,40.36442457413674,0.0,10.0,2693579
859,2015-08-06,2005-05-19,1,3731.0,18.797562006572832,-3.68161426398754,21.3340117558956,0.0,18.0,1672497
882,2016-09-27,2010-10-09,1,2180.0,0.0,18.148921356940264,87.3664861126662,0.0,4.0,200746
897,2014-10-06,1981-01-01,1,12331.0,0.0,-0.380661313533788,289.4301621407746,1.3333333333333333,4.0,205941
900,2014-05-19,1993-08-27,1,7570.0,0.0,0.4396878668308103,153.5824031063556,1.1666666666666667,22.0,55518
907,2013-06-28,2010-09-23,1,1009.0,0.0,6.29999858272076,46.042392599558795,0.6666666666666666,8.0,221505
913,2015-10-19,2010-04-19,1,2009.0,0.0,1.269880907797814,9.42521802825928,0.0,26.0,509413
925,2013-07-11,2002-12-17,1,3859.0,129.87289854170874,14.660775900077818,138.8070921774864,0.0,4.0,976561
927,2016-04-05,2008-12-16,1,2667.0,0.0,25.4758655088424,441.57945989932995,0.3333333333333333,1.0,10563
935,2013-11-20,2011-09-15,1,797.0,0.0,0.0,0.0,0.0,1.0,488571
949,2014-09-30,2011-05-04,1,1245.0,363.9296492052467,2.86863937757016,43.1842243380308,2.3333333333333335,7.0,14014
951,2010-10-18,2010-10-18,1,0.0,880.2560315330817,-251.18187824201564,3781.127817275712,54.166666666666664,14.0,249572
955,2015-09-11,2007-10-01,1,2902.0,0.0,6.452631106305124,21.0423872436762,0.0,9.0,441417
961,2016-06-28,2008-02-21,1,3050.0,0.0,221.06595868449205,798.4685739733441,6.0,9.0,71986
963,2016-08-02,2003-02-18,1,4914.0,0.0,63.30039090402126,290.8590088096142,0.8333333333333334,28.0,278208
965,2014-06-16,1993-01-29,1,7808.0,0.0,65.44156070144183,553.6419079782961,2.3333333333333335,4.0,124360
967,,2019-05-20,0,1291.0,0.0,0.0,0.0,0.3333333333333333,1.0,2693579
971,2015-08-20,2010-07-06,1,1871.0,0.0,20.970607927298545,139.8958925710678,0.0,4.0,683825
973,2014-12-11,2014-12-11,1,0.0,0.0,0.0,0.0,0.0,10.0,42968
974,2015-05-28,2010-03-05,1,1910.0,0.0,7.2289967577219,59.1961885000944,0.0,4.0,166697
977,2016-09-14,2007-05-04,1,3421.0,0.0,8.222150792956347,48.62166779615876,0.0,4.0,9244
979,2017-03-30,2008-09-04,1,3129.0,0.0,-0.5381882230758691,12.53456746857167,0.0,4.0,316913
981,2015-05-03,2015-05-03,1,0.0,0.0,-16.97409674015047,57.79438272659778,0.16666666666666666,4.0,969407
983,2014-10-03,2009-05-03,1,1979.0,0.0,7.1783759114503765,32.69484239912034,0.0,1.0,122048
991,2015-02-23,2011-09-27,1,1245.0,0.0,0.0,0.0,0.0,1.0,316913
997,2015-07-09,2007-09-19,1,2850.0,421.863800146242,-16.03535344488622,250.17788006453503,1.0,34.0,106459
998,2013-12-19,2012-01-16,1,703.0,0.0,27.2405953073264,254.427809315204,1.6666666666666667,4.0,1582861
1000,2017-04-25,1996-10-18,1,7494.0,0.0,12.580124697065367,91.20756013183586,0.0,5.0,2693579
1002,2017-10-30,2012-03-08,1,2062.0,0.0,0.0,0.0,0.0,8.0,239881
1005,2014-06-19,2009-08-10,1,1774.0,0.0,6.2058827176094,30.668325129890412,0.6666666666666666,11.0,166697
1007,2017-11-20,2007-03-14,1,3904.0,17.713235961377666,0.5333746716499419,41.00962342324258,0.0,4.0,597496
1015,2016-04-05,1992-11-13,1,8544.0,0.0,271.1695729775666,4081.591432496406,19.666666666666668,1.0,202774
1020,2014-07-07,2004-12-15,1,3491.0,0.0,-5.573349157285689,5.255471495604516,0.0,6.0,161283
1032,2022-10-01,2012-01-31,1,3896.0,0.0,-2.122805165147782,12.809391757297504,0.0,1.0,167030
1033,2014-02-06,2009-12-15,1,1514.0,0.0,-1.6010695790290839,14.79438558404446,0.0,4.0,1582861
1035,2013-09-17,2005-10-10,1,2899.0,0.0,38.655351634788516,134.1635662477732,4.833333333333333,4.0,95188
1042,2002-03-21,2002-07-06,1,-107.0,0.0,0.0,0.0,3.0,4.0,30134
1043,2014-03-11,1993-01-14,1,7726.0,36.894877642750764,1.8166901862144478,157.198719297409,0.16666666666666666,10.0,254003
1052,2015-01-26,1995-05-07,1,7204.0,0.0,24.168625443959236,90.97022654504778,0.0,4.0,114133
1053,2016-03-24,2002-12-30,1,4833.0,0.0,156.22210894958974,1190.588840613103,6.333333333333333,5.0,183200
1059,2013-07-23,2005-01-27,1,3099.0,0.0,-1.127589637279512,8.709336722207059,0.0,4.0,200820
1073,2013-11-03,1995-09-01,1,6638.0,0.0,20.05238766195773,133.4273672866106,0.0,4.0,255582
1077,2015-01-27,1989-05-18,1,9385.0,0.0,-5.15034140310279,358.20258577835557,0.0,6.0,1507576
1087,,2017-05-16,0,2025.0,0.0,0.0,0.0,0.0,8.0,260012
1090,2016-09-15,1971-01-01,1,16694.0,0.0,10.836507250118272,107.00400162503715,1.1666666666666667,17.0,1582861
1095,,2017-01-01,0,2160.0,0.0,0.0,0.0,0.3333333333333333,1.0,67723
1102,2013-09-10,2002-06-18,1,4102.0,28.089617523193336,-5.195102322888386,20.15222476744652,0.0,6.0,316913
1123,2015-01-16,2010-03-19,1,1764.0,0.0,-3.115073485922822,19.22625164940358,0.0,4.0,260119
1144,2016-03-17,2008-10-29,1,2696.0,0.0,6.043156404733649,28.964092320537567,0.0,9.0,719969
1145,2014-03-02,2004-02-18,1,3665.0,0.0,-6.065146597313882,30.150955354738237,0.0,4.0,93147
1150,2015-06-30,2006-10-27,1,3168.0,0.0,8.729542584538464,77.89704770152558,0.0,4.0,205941
1152,2014-12-30,1986-05-15,1,10456.0,0.0,-0.4229433721065604,66.48429392917159,2.0,72.0,239881
1156,2016-04-10,2000-06-06,1,5787.0,11314.789410001335,443.49780851969734,10304.76317126668,67.66666666666667,15.0,3859
1157,2015-01-15,2015-01-15,1,0.0,0.0,89.3938057910919,301.0712190894841,2.0,4.0,160362
1167,2015-06-30,2007-05-02,1,2981.0,0.0,5.244928750991837,18.81404675259592,0.0,8.0,212683
1175,2017-02-13,1986-12-30,1,11003.0,370.5941331543525,10.308675613689418,171.7277061704158,3.3333333333333335,51.0,110279
1177,2013-12-16,1976-11-11,1,13549.0,0.0,-578.2723965386389,1540.4942115646363,5.833333333333333,4.0,189263
1179,2016-03-05,2007-10-10,1,3069.0,167.434981432755,54.730908746123305,504.6406750892878,5.0,16.0,354654
1180,2016-01-02,2013-02-28,1,1038.0,0.0,0.0,0.0,0.0,17.0,62705
1182,2014-02-13,2010-09-23,1,1239.0,0.0,0.0,0.0,0.0,4.0,1624973
1186,2013-12-19,2012-10-17,1,428.0,0.0,0.0,0.0,0.0,4.0,974432
1187,2014-01-09,2007-01-31,1,2535.0,0.0,-4.042024564814566,16.000054133582115,0.0,12.0,205941
1191,2017-05-23,1998-12-29,1,6720.0,0.0,0.9535452162981016,22.75748298192022,0.0,7.0,2693579
1195,2013-06-05,2007-03-27,1,2262.0,0.0,27.55094938490393,61.82895666544446,0.0,3.0,1355224
1198,2015-05-05,2011-10-03,1,1310.0,0.0,-1.141875161337842,41.01253475491996,0.5,16.0,35653
1200,2016-05-01,2009-04-21,1,2567.0,0.0,-22.0270681627274,13.09795110492706,2.1666666666666665,4.0,94549
1205,2016-04-21,2007-11-22,1,3073.0,0.0,-10.851314142084123,32.02055438127519,0.0,6.0,1507576
1206,2014-12-22,2011-09-22,1,1187.0,0.0,0.0,0.0,0.0,4.0,278208
1214,2015-06-30,1995-06-12,1,7323.0,0.0,25.847112649941437,190.07012385275343,0.0,4.0,167594
1224,2015-07-12,1986-04-15,1,10680.0,13.757437781274314,-29.73647071301939,77.19126596000196,0.0,6.0,669825
1227,2014-12-30,1982-03-23,1,11970.0,0.0,67.64557589817052,169.7382864133596,0.0,4.0,1582861
1229,2014-01-27,2010-03-18,1,1411.0,0.0,-0.05670664734840343,28.717700044846538,34403.666666666664,10.0,115531
1235,2014-05-05,2007-10-07,1,2402.0,24.330151309172297,0.347924828529358,8.9973360657692,0.0,10.0,33942
1239,2016-12-04,1981-09-15,1,12864.0,0.0,3.1242296044111213,78.54285709192754,0.0,38.0,183200
