"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"6023",6047,"Merger by absorption","2019-03-29 00:00:00.000000000","2016-04-21",3,0,-44750,0.000361731843575419,0.000636363636363636,0.960687960687961,500,0.0111731843575419,-62000,0.0251396648044693,"Small",0.00139664804469274,"J - Information and communication",0,0,0,1,0,0,1,0,0,-39000,-7.35974040272519,-7.92460738424325,NA,NA
"6024",6048,"Liquidation","2021-03-29 00:00:00.000000000","2016-04-22",5,4,20000,0.00025625,0.0003203125,1.0546875,500,0.025,-7000,0.00625,"Small",0.009375,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,-2666.66666666667,-8.04621347619745,-8.26935702751166,9.90348755253613,9.90348755253613
"6025",6049,"Liquidation","2022-07-19 00:00:00.000000000","2016-04-25",6,4,3985.61890087314,0.000864948453608248,0.00119112688553682,1.34534161490683,118666.666666667,0.00141752577319588,214666.666666667,-0.853221649484536,"Small",0.0458762886597938,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,233333.333333333,-6.73285545730897,-7.05284064401236,8.2904478867872,8.2904478867872
"6026",6050,"Merger by absorption","2020-06-22 00:00:00.000000000","2016-04-17",4,0,-28696.6292134831,0.00000998433829287392,0.0000129737980157721,0.954210124650216,0,0.0164447924823806,22666.6666666667,0.334964761158966,"Medium sized",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,0,0,97000,-11.2525787716797,-11.5144928634102,NA,NA
"6027",6051,"Bankruptcy","2021-11-15 00:00:00.000000000","2016-04-26",5,2,99000,0.0000303030303030303,0.0000309278350515464,1.01030927835052,3000,0.0303030303030303,2500,-0.0101010101010101,"Small",0.0606060606060606,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,3500,-10.3838539688174,-10.4042628404486,11.5028751291167,11.5028751291167
"6028",6052,"Bankruptcy","2021-09-28 00:00:00.000000000","2016-04-26",5,2,-1729.62226640159,0.0000103448275862069,0.0000170132325141777,0.0472589792060491,5500,0.00919540229885057,12666.6666666667,-0.0103448275862069,"Small",0.0189655172413793,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,12666.6666666667,-10.9815191335042,-11.4790239132945,NA,NA
"6029",6053,"Bankruptcy","2022-11-28 00:00:00.000000000","2016-04-26",6,2,4254.43786982248,0.000190542420027816,0.000373297002724796,1.46321525885559,2333.33333333333,0.0180806675938804,16666.6666666667,0.148817802503477,"Small",0.00973574408901252,"F - Construction",0,0,0,1,0,1,1,0,0,36333.3333333333,-7.89313620120858,-8.56563571087506,8.35571792178011,8.35571792178011
"6030",6054,"Liquidation","2022-05-23 00:00:00.000000000","2016-04-22",6,4,-52677.9661016949,0.0000334620334620335,0.0000354948805460751,0.979522184300341,12000,0.0308880308880309,-120000,0.4501287001287,"Small",0.0115830115830116,"F - Construction",0,0,0,1,0,0,1,0,0,-97333.3333333333,-10.2461220818519,-10.3050990913283,NA,NA
"6031",6055,"Merger by absorption","2019-11-15 00:00:00.000000000","2016-04-25",3,0,-1518.79444632577,0.000189297658862876,0.000169935948759007,0.409327461969576,0,0.020066889632107,-217666.666666667,-0.051505016722408,"Small",0,"M - Professional, scientific and technical activities",0,0,0,0,1,0,1,0,0,-60666.6666666667,-8.68008896391626,-8.57218986716369,NA,NA
"6032",6056,"Merger by absorption","2021-01-12 00:00:00.000000000","2016-04-29",5,0,19733.3333333333,0.00022972972972973,0.000365373134328358,1.08059701492537,20000,0.00600600600600601,74333.3333333333,-0.00412912912912913,"Small",0.0225225225225225,"H - Transportation and storage",0,0,0,1,0,0,1,0,0,171666.666666667,-7.91459144072898,-8.37860702813009,9.89006453220399,9.89006453220399
"6033",6057,"Liquidation","2022-03-29 00:00:00.000000000","2016-04-18",6,4,-4800,0.000177083333333333,0.000193181818181818,0.784090909090909,0,0.03125,-2000,0.46875,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,3000,-8.55187874940413,-8.63889012639376,NA,NA
"6034",6058,"Bankruptcy","2022-10-17 00:00:00.000000000","2016-04-29",6,2,2588.23529411765,0.000269480519480519,0.0005,1.72289156626506,3000,0.00974025974025974,-666.666666666667,0.181818181818182,"Small",0.0292207792207792,"F - Construction",0,0,0,1,0,1,1,0,0,8333.33333333333,-7.60090245954208,-8.21901445415911,7.85873156884418,7.85873156884418
"6035",6059,"Bankruptcy","2021-11-09 00:00:00.000000000","2016-05-02",5,2,-12500,0.0000703448275862069,0.000100990099009901,0.883168316831683,5000,0.0496551724137931,21666.6666666667,0.336551724137931,"Small",0.0206896551724138,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,76333.3333333333,-9.20048807553317,-9.56210130111249,NA,NA
"6036",6060,"Bankruptcy","2021-02-09 00:00:00.000000000","2016-05-02",5,2,-3000,0.000154320987654321,0.000151515151515152,0.672727272727273,0,0.0493827160493827,-15000,0.0802469135802469,"Small",0,"S - Other service activities",0,0,0,1,0,1,1,0,0,-6500,-8.79482492801452,-8.77647578934632,NA,NA
"6037",6061,"Merger by absorption","2019-12-24 00:00:00.000000000","2016-04-29",3,0,-102222.222222222,0.0000641304347826087,0.0000803814713896458,0.987738419618529,4000,0.00434782608695652,7666.66666666667,0.396739130434783,"Small",0.0130434782608696,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,20666.6666666667,-9.42872686369093,-9.6545915051195,NA,NA
"6038",6062,"Merger by absorption","2020-12-24 00:00:00.000000000","2016-05-02",4,0,-19330.3571428571,0.000133487297921478,0.000219105382865807,0.915087187263078,12333.3333333333,0.0138568129330254,42666.6666666667,0.178752886836028,"Small",0.0170900692840647,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,92666.6666666667,-8.42595774358702,-8.9215042313063,NA,NA
"6039",6063,"Merger by absorption","2021-08-31 00:00:00.000000000","2016-04-29",5,0,2404.18118466899,0.000407971014492754,0.000698511166253102,1.712158808933,37666.6666666667,0.00108695652173913,126000,0.38768115942029,"Small",0.0818840579710145,"C - Manufacturing",0,0,0,1,0,0,1,0,0,126000,-7.26655939334908,-7.8043144289937,7.78496466081382,7.78496466081382
"6040",6064,"Bankruptcy","2022-10-17 00:00:00.000000000","2016-05-03",6,2,-465.116279069767,0.0000625,0.0000201612903225806,0.306451612903226,7000,0.025,11333.3333333333,-2.25,"Small",0.2625,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,12333.3333333333,-10.811746112713,-9.68034400122192,NA,NA
"6041",6065,"Merger by absorption","2021-05-03 00:00:00.000000000","2016-05-11",5,0,11775.956284153,0.000292343387470998,0.000352743561030235,1.10246360582307,24333.3333333333,0.00185614849187935,85666.6666666667,0.178190255220418,"Small",0.0338747099767981,"R - Arts, entertainment and recreation",0,0,0,1,0,0,1,0,0,104666.666666667,-7.949769221033,-8.13758146213441,9.37381512867857,9.37381512867857
"6042",6066,"Merger by absorption","2022-11-04 00:00:00.000000000","2016-04-18",6,0,2182.44406196213,0.000506309148264984,0.00105592105263158,1.95723684210526,38666.6666666667,0.00315457413249211,102000,0.249211356466877,"Small",0.0914826498422713,"N - Administrative and support service activities",0,0,0,1,0,0,1,0,0,111333.333333333,-6.85334185725834,-7.58836311028935,7.6882006571274,7.6882006571274
"6043",6067,"Bankruptcy","2022-06-30 00:00:00.000000000","2016-05-13",6,2,-11161.2903225806,0.00011849710982659,0.00015018315018315,0.89010989010989,333.333333333333,0.0433526011560694,12333.3333333333,0.38150289017341,"Small",0.00289017341040462,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,19000,-8.80365500746279,-9.04062198733555,NA,NA
"6044",6068,"Bankruptcy","2022-10-13 00:00:00.000000000","2016-05-13",6,2,2248.22695035461,0.000293375394321767,0.000678832116788321,2.02919708029197,0,0.0252365930599369,-40333.3333333333,0.148264984227129,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-36000,-7.29513671165701,-8.13405755970616,7.71789716248125,7.71789716248125
"6045",6069,"Bankruptcy","2022-10-11 00:00:00.000000000","2016-05-17",6,2,-820.51282051282,0.000125,0.0000714285714285714,0.321428571428571,0,0.09375,-31666.6666666667,0.046875,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-30000,-9.5468126085974,-8.98719682066197,NA,NA
"6046",6070,"Bankruptcy","2022-10-03 00:00:00.000000000","2016-05-17",6,2,-362900,0.0000137779002480022,0.0000143843498273878,0.99741081703107,8000,0.0768806833838523,55333.3333333333,0.276660236979884,"Small",0.00661339211904106,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,1,1,0,0,80666.6666666667,-11.1493697599393,-11.1924446807671,NA,NA
"6047",6071,"Bankruptcy","2019-09-24 00:00:00.000000000","2016-05-20",3,2,-1822.28915662651,0.0000115702479338843,0.0000115702479338843,0.447933884297521,4500,0.0363636363636364,-27666.6666666667,-0.0776859504132231,"Small",0.0223140495867769,"F - Construction",0,0,0,1,0,1,1,0,0,4000,-11.3670735879577,-11.3670735879577,NA,NA
"6048",6072,"Liquidation","2022-03-28 00:00:00.000000000","2016-05-23",6,4,1046.32152588556,0.00093359375,0.0217272727272727,23.2424242424242,5000,0,15333.3333333333,0.00390625,"Small",0.01953125,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,17000,-3.829186999849,-6.97646917153019,6.95303598351529,6.95303598351529
"6049",6073,"Bankruptcy","2020-12-01 00:00:00.000000000","2016-05-23",4,2,-7678.57142857143,0.00012093023255814,0.000134020618556701,0.855670103092783,3000,0,-5500,0.0511627906976744,"Small",0.027906976744186,"F - Construction",0,0,0,1,0,1,1,0,0,5500,-8.91751690002398,-9.02029676908832,NA,NA
"6050",6074,"Liquidation","2021-12-20 00:00:00.000000000","2016-05-24",5,4,2890.32258064516,0.000659970238095238,0.00150338983050847,2.26440677966102,66333.3333333333,0.00297619047619048,202333.333333333,-0.0595238095238095,"Small",0.148065476190476,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,204666.666666667,-6.50003283357232,-7.32331581775565,7.96912339447788,7.96912339447788
"6051",6075,"Liquidation","2021-09-29 00:00:00.000000000","2016-05-25",5,4,1598.48484848485,0.000155450236966825,0.0026031746031746,14.968253968254,30333.3333333333,0,87000,-0.00853080568720379,"Small",0.0862559241706161,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,88666.6666666667,-5.95102357754947,-8.76918489706811,7.37681148987183,7.37681148987183
"6052",6076,"Bankruptcy","2021-04-02 00:00:00.000000000","2016-05-20",5,2,-4363.63636363636,0.00000916666666666667,0.0000129716981132075,0.675707547169811,4500,0.0275,-18333.3333333333,-0.0375,"Small",0.01125,"A - Agriculture, forestry and fishing",0,0,0,1,0,1,1,0,0,41666.6666666667,-11.2527406419757,-11.5999368419599,NA,NA
"6053",6077,"Liquidation","2022-06-28 00:00:00.000000000","2016-05-25",6,4,1534.09090909091,0.000266666666666667,0.000857142857142857,3.11904761904762,1333.33333333333,0.00740740740740741,9333.33333333333,0.303703703703704,"Small",0.0296296296296296,"C - Manufacturing",0,0,0,1,0,0,1,0,0,10666.6666666667,-7.0619059588094,-8.22951111896446,7.33569324294236,7.33569324294236
"6054",6078,"Bankruptcy","2022-11-16 00:00:00.000000000","2016-05-20",6,2,-952.961672473868,0.000221206581352834,0.00013641488162345,0.352874859075535,0,0.036563071297989,39000,-0.246800731261426,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,64666.6666666667,-8.89980971569497,-8.41641353580738,NA,NA
"6055",6079,"Liquidation","2021-03-30 00:00:00.000000000","2016-05-25",5,4,1496.39423076923,0.000453815261044177,0.00157381615598886,3.31754874651811,133500,0.00240963855421687,183333.333333333,-0.0180722891566265,"Small",0.321686746987952,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,191666.666666667,-6.45425193632397,-7.6978203567345,7.31081364705974,7.31081364705974
"6056",6080,"Bankruptcy","2022-09-08 00:00:00.000000000","2016-05-27",6,2,-5714.28571428571,0.0000791666666666667,0.0000690072639225182,0.852300242130751,1000,0.025,-32333.3333333333,0.752777777777778,"Small",0.00833333333333333,"F - Construction",0,0,0,1,0,1,1,0,0,-30000,-9.58129878466857,-9.44395522315769,NA,NA
"6057",6081,"Bankruptcy","2021-03-15 00:00:00.000000000","2016-06-01",5,2,-18125,0.00016551724137931,0.000183206106870229,0.931297709923664,2000,0.00689655172413793,1000,-0.289655172413793,"Small",0.0275862068965517,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,4000,-8.60489877183534,-8.70643519105477,NA,NA
"6058",6082,"End of suspension","2022-07-07 00:00:00.000000000","2016-06-01",6,6,-1010.38062283737,0.0000787671232876712,0.0000597402597402597,0.251948051948052,0,0.0582191780821918,-23666.6666666667,-0.664383561643836,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,2000,-9.72550439734077,-9.44901486532127,NA,NA
"6059",6083,"Liquidation","2021-10-08 00:00:00.000000000","2016-06-01",5,4,2590.90909090909,0.000497076023391813,0.00144067796610169,2.11864406779661,5500,0.00584795321637427,333.333333333333,0.0789473684210526,"Small",0.0964912280701754,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,8333.33333333333,-6.54264146639754,-7.60676757899448,7.85976409345837,7.85976409345837
"6060",6084,"Bankruptcy","2022-02-21 00:00:00.000000000","2016-05-29",6,2,-4568.34532374101,0.0000519685039370079,0.000114982578397213,0.515679442508711,2000,0.0125984251968504,-28000,-0.101574803149606,"Small",0.0094488188976378,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-2333.33333333333,-9.07072993327528,-9.86487271640835,NA,NA
"6061",6085,"Merger by absorption","2021-04-26 00:00:00.000000000","2016-06-03",5,0,-5479.04191616766,0.000110382513661202,0.00016031746031746,0.733333333333333,2000,0.0109289617486339,9666.66666666667,0.182513661202186,"Small",0.00655737704918033,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,51666.6666666667,-8.73835458152646,-9.1115588274164,NA,NA
"6062",6086,"Bankruptcy","2021-08-24 00:00:00.000000000","2016-05-31",5,2,-3029.12621359223,0.000150641025641026,0.00015359477124183,0.663398692810458,3000,0.00320512820512821,-5333.33333333333,-0.182692307692308,"Small",0.0288461538461538,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,2000,-8.78119277922446,-8.80061086508156,NA,NA
"6063",6087,"Liquidation","2020-12-18 00:00:00.000000000","2016-06-07",4,4,12770.4918032787,0.0000834403080872914,0.0000923295454545455,1.08522727272727,5666.66666666667,0.00898587933247754,10666.6666666667,1.11874197689345,"Small",0.0218228498074454,"C - Manufacturing",0,0,0,1,0,0,1,0,0,11666.6666666667,-9.29014636524454,-9.39137905495725,9.45489246067957,9.45489246067957
"6064",6088,"Bankruptcy","2022-04-26 00:00:00.000000000","2016-06-07",6,2,-1982.37885462555,0.000144444444444444,0.000136842105263158,0.92,21500,0.00888888888888889,-21000,0.328888888888889,"Small",0.143333333333333,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-19000,-8.89668281312114,-8.84261559185087,NA,NA
"6065",6090,"Merger by absorption","2021-12-30 00:00:00.000000000","2016-06-08",5,0,-2946.8085106383,0.00000902527075812274,0.0000128644939965695,0.518010291595197,500,0.0216606498194946,-17333.3333333333,0.176895306859206,"Small",0.00180505415162455,"I - Accommodation and food service activities",0,0,0,1,0,0,1,0,0,29666.6666666667,-11.2610394447904,-11.6154820532953,NA,NA
"6066",6091,"Liquidation","2020-10-22 00:00:00.000000000","2016-06-10",4,4,-6966.29213483146,0.000101612903225806,0.000102605863192182,0.855048859934853,2500,0.00483870967741936,-5333.33333333333,0.619354838709677,"Small",0.0120967741935484,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,9333.33333333333,-9.18461548073775,-9.19434003062974,NA,NA
"6067",6092,"Liquidation","2021-12-23 00:00:00.000000000","2016-06-13",5,4,1522.3700120919,0.000274027005559968,0.00080607476635514,2.93224299065421,12666.6666666667,0.0127084988085782,64333.3333333333,0.415409054805401,"Small",0.0301826846703733,"F - Construction",0,0,0,1,0,0,1,0,0,65666.6666666667,-7.12333405753257,-8.20228389599512,7.32802361800279,7.32802361800279
"6068",6093,"Liquidation","2021-03-25 00:00:00.000000000","2016-06-13",5,4,1770.58823529412,0.000910299003322259,0.00139440203562341,1.53180661577608,19666.6666666667,0.00664451827242525,62000,-0.199335548172757,"Small",0.196013289036545,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,62000,-6.57528960390338,-7.00173743734294,7.47906710668075,7.47906710668075
"6069",6094,"Bankruptcy","2022-07-14 00:00:00.000000000","2016-06-16",6,2,-2053.1914893617,0.0000854922279792746,0.000136363636363636,0.21900826446281,0,0.0155440414507772,-10666.6666666667,-0.0699481865284974,"Small",0,"R - Arts, entertainment and recreation",0,0,0,1,0,1,1,0,0,7666.66666666667,-8.90018544367234,-9.36708508698049,NA,NA
"6070",6095,"Merger by absorption","2019-09-30 00:00:00.000000000","2016-06-20",3,0,-797.46835443038,0.000357142857142857,0.000160714285714286,0.435714285714286,3000,0.0317460317460317,5000,0.5,"Small",0.142857142857143,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,5333.33333333333,-8.73588239238107,-7.9373746961633,NA,NA
"6071",6096,"End of suspension","2021-03-15 00:00:00.000000000","2016-06-17",5,6,-128944.444444444,0.000015510555794916,0.0000177865612648221,0.990612648221344,2333.33333333333,0.020249892287807,23333.3333333333,0.62947005601034,"Small",0.003015941404567,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,58333.3333333333,-10.9370673709334,-11.0739897468005,NA,NA
"6072",6097,"Bankruptcy","2020-10-12 00:00:00.000000000","2016-06-21",4,2,-1666.66666666667,0.00012,0.000133333333333333,0.333333333333333,666.666666666667,0,2000,-0.36,"Small",0.04,"F - Construction",0,0,0,1,0,1,1,0,0,8333.33333333333,-8.9226582995244,-9.02801881518223,NA,NA
"6073",6098,"Provisional suspension","2022-10-06 00:00:00.000000000","2016-06-17",6,1,-5003.15623356128,0.00000483650509935864,0.0000106902161282826,0.558215198698582,0,0.0192408789822311,-47333.3333333333,0.0567763642098623,"Medium sized",0,"I - Accommodation and food service activities",0,0,0,0,1,0,0,0,0,198333.333333333,-11.4461816153316,-12.2393181849754,NA,NA
